OC_omid,issn,EP_id,Publications_in_venue,Open Access
06120416415,"['1321-103X', '1834-5530']",476656,468,Uknown
0612042475,"['2365-9521', '0012-0936']",439847,1660,Uknown
0612042509,"['0012-155X', '1467-7660']",343651,2084,Uknown
0612042650,"['1476-9360', '0160-5682']",443965,7584,Uknown
0612043302,"['1303-0485', '2630-5984', '2148-7561']",483042,505,Uknown
06120435408,"['1474-225X', '1747-0234']",469923,384,Uknown
0612045547,"['1468-2281', '0950-3471']",441187,1479,Uknown
0612046978,"['1573-7853', '0304-2421']",447744,1339,Uknown
0612046981,"['1423-0003', '0304-324X']",440955,2375,Uknown
0612047208,"['1469-5898', '0304-3797']",340621,1865,Uknown
0612050136,"['0036-9306', '1475-3065']",446818,1028,Uknown
061205292,"['1350-1763', '1466-4429']",425414,2025,Uknown
0612052997,"['0081-6841', '2450-8179']",485712,31,Uknown
061205305,['1664-1078'],477519,29725,True
0612053334,"['2389-7864', '1794-161X']",487137,83,True
061205447,['2075-4426'],499287,3398,True
06120553381,"['2047-3869', '2047-3877']",481017,514,Uknown
06120581641,['1958-5500'],486594,402,True
06120587004,"['1533-8339', '0195-6167']",444999,735,Uknown
0612059306,"['1471-6909', '0954-2892']",441994,780,Uknown
0612060674,"['0923-7992', '1573-708X']",445415,1033,Uknown
0612060836,"['1099-0879', '1063-3995']",429963,1616,Uknown
06120644898,['1532-5490'],500456,316,Uknown
0612065869,"['1356-2576', '1470-1235']",447113,485,Uknown
061206669,"['0190-9320', '1573-6687']",342844,1267,Uknown
06120671295,"['2452-0071', '2452-0063']",497587,55,Uknown
06120678245,"['0023-5415', '1504-3029']",342878,16,True
06120685173,"['1752-9727', '1752-9719']",476497,316,Uknown
06120704759,"['1552-7840', '1541-3446']",444034,438,Uknown
06120713165,"['1534-7303', '0040-4691']",447440,241,Uknown
06120728703,"['1747-5104', '1468-1366']",422109,824,Uknown
06120767492,['2636-8625'],494740,60,Uknown
06120767510,['2636-8641'],494205,78,Uknown
06120767572,['2636-8943'],495289,18,True
06120778385,"['2406-0712', '0038-0318']",500294,300,True
06120813955,['1044-5005'],342604,686,Uknown
06120841549,"['2333-9683', '2333-9691']",499404,171,Uknown
06120855160,"['0982-9237', '2427-9048']",482698,190,Uknown
06120855329,"['0082-7118', '2752-7042']",447946,156,True
06120873544,['1527-8050'],444117,423,Uknown
06120895020,"['1519-5392', '2764-0809']",494288,9,Uknown
06120895034,['2764-0868'],502696,1,Uknown
06120895038,"['1676-4951', '2764-1287']",502752,22,True
06120895199,['2717-638X'],500615,53,True
06120895231,"['2717-6916', '1307-5020']",502899,4,True
06120898327,"['1932-4391', '1932-443X']",471094,391,Uknown
06120898638,"['1932-2798', '1876-2700']",474783,280,Uknown
06120899936,['2076-0787'],486346,933,True
06120922859,['2632-6655'],499454,135,True
06120922906,['2632-7627'],502122,55,True
06120963202,['2175-5604'],493410,84,True
06120963235,['2175-5787'],496483,83,True
06120963265,['2175-5825'],486609,78,True
06120963446,['2175-6600'],497044,56,True
06120968874,"['2054-4715', '0184-7678']",340258,206,Uknown
06120969164,"['0190-0536', '1467-9205']",445728,627,Uknown
06120974932,"['0048-1009', '1568-5365']",342436,669,Uknown
06120978576,['0104-6675'],496584,7,True
06120998458,"['0729-2473', '2042-4345']",482436,321,Uknown
0613010044,"['1360-0451', '0954-0121']",340125,4046,Uknown
0613010068,"['0954-0253', '1360-0516']",440843,1411,Uknown
0613010113,"['1470-1243', '1357-3322']",413958,1168,Uknown
0613010252,"['0001-4273', '1948-0989']",437111,4668,Uknown
061301027713,"['1944-8260', '0809-8131']",340690,454,Uknown
061301034610,"['2213-4360', '1382-2373']",486506,576,True
061301036333,"['1467-5986', '1469-8439']",441690,928,Uknown
061301042161,['0024-6964'],481614,102,Uknown
061301048683,"['0309-5207', '1759-7811']",451143,327,Uknown
061301048902,"['0309-6564', '1759-7854']",478831,326,Uknown
061301053667,"['1220-5389', '2668-1455']",499073,15,True
061301053694,['2668-3245'],497422,4,Uknown
061301057787,['2008-7330'],504737,1,True
061301069125,['2146-5606'],485007,112,Uknown
061301087612,"['2212-5868', '2212-585X']",486524,170,True
061301087647,"['2212-5892', '2212-5884']",483611,32,True
061301089017,"['2406-0976', '1450-9814']",490848,98,True
061301115349,"['2665-9336', '2665-9344']",503548,27,Uknown
061301126297,['2062-1655'],502964,10,True
061301126363,['2062-2597'],486592,13,True
061301156027,"['2027-1786', '2500-6517']",491179,182,True
061301156051,"['2339-3688', '2500-6681', '2539-4363']",494611,19,Uknown
061301156084,"['2011-4540', '2500-672X']",501837,16,True
061301156136,"['2500-705X', '0123-8264']",491274,43,True
061301174625,"['1473-3277', '1473-3285']",424232,960,Uknown
061301216584,"['2605-5147', '0210-1610']",481978,16,True
061301216599,"['2605-4450', '2605-5317']",500205,6,True
061301233746,"['0354-3293', '2217-8082']",488738,263,True
061301248632,"['1633-5961', '2259-8901']",476243,814,Uknown
061301280492,"['1479-2443', '1479-2451']",449324,697,Uknown
061301283322,['0717-8832'],494306,7,Uknown
061301284740,['1984-1124'],502075,19,True
061301284839,['1984-1639'],496803,49,Uknown
061301284915,['1984-2090'],488952,20,True
061301292654,"['1944-6497', '0066-6637']",481749,102,Uknown
061301292705,"['1933-8139', '0066-6939']",417334,230,Uknown
061301296468,"['2011-3668', '0120-0062']",472832,301,True
061301297025,"['2011-2084', '2011-7922']",488980,193,True
061301297050,"['2215-969X', '2011-3188']",491594,167,True
061301297115,['2011-4680'],502014,15,Uknown
061301299695,['2237-2717'],495354,30,True
061301299719,"['2237-3071', '2236-1367']",493721,37,True
061301333007,"['2177-1499', '1980-7805']",494072,16,True
061301333121,['2177-2770'],497523,30,True
061301352187,"['2753-9725', '0790-7915']",478750,45,Uknown
061301363563,"['1754-9515', '1754-9507']",475158,947,Uknown
061301390727,"['1848-6096', '1330-0288']",439982,197,True
061301399329,"['1477-4593', '0167-5133']",443719,565,Uknown
061301399512,"['1573-0522', '0167-5249']",444340,684,Uknown
061301406,"['2166-5508', '0362-1529']",447820,1077,Uknown
061301406632,"['1212-415X', '2533-7610']",484044,360,Uknown
061301406745,['1212-8570'],486196,312,True
061301406793,['1212-9097'],489506,27,True
061301436871,['2663-2144'],504859,91,True
061301436992,"['2663-2896', '2221-8440']",496719,7,Uknown
061301437058,"['1573-711X', '1570-7156']",471660,272,Uknown
061301438373,['2300-6277'],490935,2,Uknown
061301438391,"['0867-8898', '2300-6420']",486307,30,Uknown
061301438400,['2300-6560'],489552,271,True
061301438417,['2300-6579'],484598,310,True
061301472367,['2521-1234'],497635,22,True
061301472385,"['2521-1250', '2521-1242']",491441,193,Uknown
061301472612,['1575-2844'],487066,185,True
061301479094,"['2210-9730', '1708-7384']",486509,88,Uknown
061301547961,"['1960-6001', '0243-6450']",474555,932,Uknown
061301554244,"['1133-4770', '2530-0075']",471103,119,Uknown
061301565505,"['2450-1328', '1232-8766']",484059,88,True
061301580390,"['2538-8746', '2029-6223']",480158,41,True
061301583115,['0351-5796'],442112,171,Uknown
061301583314,"['2335-0806', '0352-2334']",489044,241,True
061301583366,"['2334-8453', '0352-3462']",494650,582,True
061301597410,"['0717-7798', '0718-6924']",502965,220,True
061301597513,['0718-7181'],502437,51,True
061301597576,['0718-8285'],478790,4,True
061301597582,['0718-8358'],474015,170,True
061301597693,"['0717-4357', '0718-8749']",497052,10,True
061301603409,['2223-2982'],486961,487,Uknown
061301617061,['2007-977X'],496807,19,True
061301617104,['2007-9907'],490268,27,Uknown
061301617129,['2007-9915'],490272,11,Uknown
0613016194,"['1464-5106', '0268-0939']",442795,1586,Uknown
061301628763,"['2054-670X', '0033-2879']",446187,585,True
061301637072,['2500-3224'],491607,11,Uknown
061301638345,['2309-9275'],496515,43,Uknown
061301639700,"['2158-3897', '2381-5892']",483685,358,True
061301659385,['2174-6419'],498848,8,Uknown
061301659393,"['2174-6451', '0210-492X']",490793,6,True
061301659397,"['2174-6486', '0212-4521']",436026,455,True
061301659536,['2174-6796'],494040,72,Uknown
061301659555,['2174-7210'],486561,100,True
061301659579,['2174-7245'],483700,37,True
061301690756,['1802-2197'],487562,215,Uknown
061301690817,"['1337-9038', '1338-4309']",483566,185,Uknown
061301691982,"['2414-8393', '2409-6520']",496405,63,Uknown
061301693268,"['1469-2902', '0066-4677']",437853,669,Uknown
061301708082,['1726-5223'],496877,53,Uknown
061301711330,['2531-0720'],503544,122,True
061301711340,['2531-0968'],497032,17,True
061301711355,"['2531-1360', '2340-177X']",489807,8,Uknown
061301728842,"['2412-0464', '2413-6786']",491267,15,True
0613017396,"['1958-9549', '0458-726X']",444279,1519,Uknown
0613017468,['0890-8567'],340441,8380,Uknown
061301755577,"['1278-3331', '2427-0466']",488596,220,True
061301762593,"['1900-5407', '2011-4273']",472142,360,True
061301762654,['1899-8658'],484744,82,Uknown
061301766402,"['1573-4218', '1573-420X']",475642,211,Uknown
061301769349,"['2524-0595', '0027-2833']",498798,7,Uknown
061301794226,['2500-0225'],488925,8,True
061301796582,['2636-7718'],496708,20,Uknown
061301796593,"['2636-7734', '2667-6974']",498274,13,True
061301802505,"['1366-8250', '1469-9532']",443128,968,Uknown
061301806951,['2172-0150'],484852,69,True
061301826074,['1807-9288'],485914,25,True
061301826105,"['1807-9326', '1874-656X']",477385,100,Uknown
061301845329,['1813-1921'],490198,2,Uknown
0613018500,"['1530-9169', '0022-1953']",443144,3200,Uknown
061301859141,['1644-8855'],502815,115,Uknown
061301859176,['1644-9126'],486456,10,Uknown
061301859191,['1644-9584'],477743,539,True
061301863526,"['2525-0884', '0325-772X']",497926,2,True
061301863529,"['0326-3363', '2683-7897']",498699,1,Uknown
061301863545,"['0327-0289', '2468-0974']",482174,112,Uknown
061301878620,['2079-5971'],478827,297,True
061301881272,"['1425-3305', '2300-9802']",478912,231,Uknown
061301881344,"['2544-1205', '2300-9888']",501847,7,Uknown
061301884250,['2076-7722'],502358,6,True
061301884265,['2076-8184'],493752,620,True
061301889560,['1984-4352'],487059,15,True
061301889613,['1984-4506'],498284,44,True
061301899210,['0718-0934'],474048,273,Uknown
061301899349,['0718-1043'],472656,234,True
061301900792,"['2493-8637', '2534-7462']",505134,19,True
061301907371,['2264-7228'],485853,339,True
061301924405,"['2688-8157', '2688-8149']",501944,24,Uknown
061301927052,"['0102-3888', '2447-1747']",494289,8,Uknown
061301927065,"['1983-0408', '2447-1801']",489619,41,True
061301927158,['2447-2158'],504156,6,True
061301928628,"['2346-8890', '1514-0121']",497115,2,True
061301928652,"['2346-898X', '1850-1885']",489254,26,True
061301928732,"['2346-9986', '2250-4591']",495209,33,True
061301928747,['2347-0011'],504150,14,True
061301937721,['2056-3051'],488331,879,True
061301956499,['1954-3077'],475784,656,True
061301960150,"['2617-8230', '2617-8222']",502224,172,True
061301960204,"['2617-8427', '2616-7654']",500267,16,True
061301960232,"['2617-880X', '2617-7951']",500278,11,True
061301960283,['2617-9156'],502298,6,Uknown
061301966484,"['1392-4095', '2351-6526']",488138,23,True
061301966503,"['1392-5520', '2351-6534']",476088,60,Uknown
061301969061,"['0025-2603', '2031-0226']",480867,251,Uknown
061301981786,"['1680-8894', '2219-6714']",491237,21,True
061301987195,['2500-4328'],494988,3,Uknown
061301992204,"['2707-9597', '2616-6216']",497164,18,True
061301992219,"['2707-9651', '2313-6944']",499690,4,True
061301992274,"['1998-4634', '2708-0226']",488206,54,True
0613019931,"['2153-3601', '0026-9662']",447630,2065,Uknown
061301995526,"['1451-4354', '2466-5495']",496397,112,True
061301995640,"['1451-5342', '1820-5682']",483187,7,True
061301996794,"['2516-2705', '2516-2713']",503936,4,Uknown
061301996801,['2516-2888'],498968,26,True
061301996813,"['2516-3132', '2516-3124']",503937,9,Uknown
061302007403,['2659-5699'],500543,2,True
061302007416,['2659-6482'],503127,12,True
0613020129,"['0075-6334', '2192-7669']",444190,1390,Uknown
061302070850,['0719-5885'],498767,24,True
061302070889,['0719-6296'],499372,25,True
061302070907,['0719-630X'],491576,5,True
061302070910,['0719-6318'],499465,13,True
061302070919,"['0719-644X', '0719-6458']",491412,38,Uknown
061302070933,['0719-6504'],494959,4,Uknown
061302070975,['0719-689X'],493780,1,True
061302070977,['0719-7128'],498467,6,True
061302070985,"['0719-0573', '0719-7209']",488150,27,True
061302071039,['0719-756X'],496537,10,Uknown
061302071046,['0719-7586'],496537,1,Uknown
061302071048,"['0719-7748', '0718-4166']",504605,8,Uknown
061302071062,['0719-790X'],496984,5,True
061302071066,['0719-7942'],498173,2,Uknown
061302072116,"['2587-9782', '1994-9529']",494948,15,True
061302083846,['0717-1714'],493473,16,Uknown
061302083992,['0717-5051'],473971,60,True
061302084024,['0717-554X'],439094,116,True
061302084061,"['0716-5811', '0717-621X']",471618,132,True
061302092741,['1555-2101'],442611,488,Uknown
061302102862,['2317-627X'],494287,108,True
061302102892,"['0100-6045', '2317-630X']",444550,271,True
061302105796,"['2250-8767', '2250-8740']",499118,2,True
061302107001,"['2543-9421', '2544-1221']",496671,30,True
061302107077,"['2616-5090', '2544-2295']",494792,18,True
061302117934,"['1897-8649', '2080-2145']",475532,134,Uknown
061302117977,"['1897-9262', '2658-1736']",498607,68,True
061302118000,"['1898-0082', '2450-9337']",485716,4,Uknown
061302118004,"['1898-0198', '1730-4237']",484832,316,True
061302120785,"['1691-4147', '1691-5534']",477361,265,Uknown
061302120843,['1691-6077'],503755,1,Uknown
061302120844,['1691-7677'],495023,5,True
061302120848,['1691-9912'],481328,17,Uknown
061302120857,"['2501-0395', '1691-9971']",494913,5,True
0613021319,"['0964-2633', '1365-2788']",443130,3729,Uknown
061302131964,['1989-872X'],486184,194,True
061302132911,['1989-8754'],497030,65,Uknown
0613021468,"['1607-8888', '1025-3890']",447197,1309,True
061302149876,"['1024-5294', '1477-2221']",439331,568,Uknown
061302154443,"['1938-9663', '1938-9655']",475975,577,Uknown
061302165154,"['1870-4905', '0011-1503']",439563,94,Uknown
061302165270,['1871-1871'],470750,961,Uknown
061302178612,['2398-6786'],503361,50,True
061302178630,"['2398-6808', '2398-6816']",493604,138,Uknown
061302188620,"['1748-5991', '1748-5983']",470539,622,Uknown
061302206377,['2029-8935'],490568,55,True
061302206429,"['2351-6542', '2029-9370']",499338,102,Uknown
061302206490,"['2030-1006', '2294-3307']",474483,166,True
061302206555,"['2031-3098', '2507-0312']",485689,12,Uknown
061302210069,['2146-4456'],498184,90,Uknown
061302216800,['2316-8080'],494544,9,Uknown
061302225975,['1937-1209'],475476,284,Uknown
06130223593,"['1572-8536', '0019-7246']",441557,555,Uknown
06130223865,['0019-7289'],481579,467,Uknown
0613023220,"['1532-2491', '1082-6084']",447289,4041,Uknown
0613023321,"['0022-1546', '1538-4640']",443050,4556,Uknown
061302384653,"['1746-0719', '1746-0727']",478777,161,True
061302396906,['1269-1763'],483024,494,Uknown
061302402177,"['0924-6495', '1572-8641']",444852,875,Uknown
061302413244,['1085-1968'],489511,96,Uknown
061302445823,"['2500-0721', '2310-3817']",497442,14,Uknown
0613024607,"['1018-8827', '1435-165X']",342482,2922,Uknown
0613024731,"['2153-3326', '1052-150X']",438759,1175,Uknown
061302612305,"['2046-987X', '2046-9861']",486911,130,Uknown
0613026180,"['1741-3095', '1462-4745']",446248,813,Uknown
061302620991,['1937-8912'],474586,151,True
061302629722,['2148-5631'],491305,87,True
061302629751,['2148-5704'],486807,31,True
061302629771,['2148-5860'],488821,6,Uknown
061302633869,"['2054-7668', '2054-7676']",485806,121,Uknown
0613026371,"['1460-3608', '0265-4075']",443737,2290,Uknown
061302653338,"['0956-7933', '1474-0656']",446695,372,Uknown
061302659246,['1643-8698'],476455,42,Uknown
061302659306,"['2720-7056', '1644-0412']",503889,29,Uknown
061302666439,"['1941-5257', '1941-5265']",475652,843,Uknown
061302709439,['2327-6207'],446803,11,Uknown
061302713596,"['0927-5568', '1571-8182']",447574,696,Uknown
06130283863,"['0148-3331', '2056-5666']",451756,827,Uknown
0613029001,"['1472-3433', '0263-7758']",341855,2042,Uknown
0613029054,['0263-7863'],441986,2552,Uknown
0613029101,"['1555-5879', '2194-6000']",475200,366,Uknown
06130293626,['2056-3841'],489578,185,Uknown
06130293666,['2056-3868'],489481,196,Uknown
06130298002,"['1947-6566', '2153-9650']",499912,42,Uknown
06130298032,"['2152-9272', '1947-6574']",477984,102,Uknown
061303010621,"['0738-2480', '1939-9022']",444338,847,Uknown
0613030421,"['0022-2895', '1940-1027']",443359,2171,Uknown
061303064690,"['1324-9347', '1835-8535']",439045,520,Uknown
061303066705,['0066-1619'],484359,187,Uknown
061303082492,"['1469-8021', '0954-3945']",444303,450,Uknown
061303117153,"['1741-2706', '1468-7968']",440363,857,Uknown
061303285261,"['1568-5241', '1567-715X']",444222,127,Uknown
0613033523,"['1935-1011', '0002-8312']",447459,2278,Uknown
061303433125,['1123-7023'],438774,1,True
061303442508,['1980-0096'],490462,14,Uknown
061303454889,['2786-5622'],498254,1,Uknown
0613036371,"['1527-5507', '0333-5372']",445894,1206,Uknown
0613036488,"['1553-5622', '0018-098X']",441132,1386,Uknown
0613036561,"['0018-1196', '1468-2265']",441139,1025,Uknown
0613036571,"['0018-1560', '1573-174X']",343702,3388,Uknown
0613037844,"['1564-698X', '0258-6770']",448183,1015,Uknown
06130388127,"['1084-4945', '2211-730X']",486486,47,Uknown
06130388164,"['1084-5453', '1930-8892']",422852,681,Uknown
0613039211,"['1755-2567', '0040-5825']",340433,1166,Uknown
0613039307,"['0040-5833', '1573-7187']",340434,1931,Uknown
06130396666,"['1866-7473', '1866-7481']",476998,117,Uknown
0613039879,['2450-4491'],491279,94,True
06130404476,['0236-2007'],499353,32,Uknown
06130404544,"['0236-2910', '2313-0636']",486929,85,Uknown
0613040645,['0176-2680'],340897,2091,Uknown
0613040744,"['1849-2339', '2459-5160']",488751,18,True
06130413036,"['1740-7931', '0141-6200']",342752,952,Uknown
06130423907,"['0883-8534', '2161-1912']",443362,743,Uknown
0613042548,"['1667-2003', '2524-9274']",497067,6,True
0613042612,"['1732-1395', '2719-2911']",487017,141,Uknown
0613042644,['0289-7938'],499554,98,Uknown
06130435286,"['1474-273X', '2040-0896']",474761,241,Uknown
06130435354,"['1474-2748', '2040-0551']",486842,270,Uknown
06130435434,"['2040-0578', '1474-2756']",445165,178,Uknown
06130435494,"['1474-2837', '1474-2829']",447003,698,Uknown
0613043844,"['1558-9080', '1943-4529']",478703,1613,Uknown
0613043894,['2358-1778'],486573,9,True
0613045078,['0160-6689'],442611,4272,Uknown
0613045097,['0160-6379'],440605,1340,Uknown
0613045151,['0160-7383'],340375,3605,Uknown
0613045176,"['1573-3521', '0160-7715']",442484,2297,Uknown
0613047722,['0304-3878'],413785,2367,Uknown
0613048962,"['0312-2417', '2470-0363']",482156,1017,Uknown
0613049017,"['1794-9998', '2256-3067']",472515,192,True
06130530562,"['1745-5235', '0953-9468']",477777,320,Uknown
0613053739,"['2163-5811', '1043-7797']",443747,1808,Uknown
0613053770,"['1477-2728', '1043-9463']",445902,1141,Uknown
0613053772,['1043-951X'],439044,1751,Uknown
061305648,['1751-9004'],475654,990,Uknown
0613057039,['0387-7604'],438613,3744,Uknown
0613057060,['0388-0001'],444298,1492,Uknown
06130599809,"['1581-7652', '1855-7112']",488810,280,Uknown
0613060134,['0883-0355'],342467,1063,Uknown
0613062809,"['0966-369X', '1360-0524']",440846,1681,Uknown
06130644484,['1532-5768'],442629,196,Uknown
06130664480,"['2667-629X', '0569-9746']",502897,7,True
06130664490,"['1820-9270', '0579-6431']",488365,243,True
06130672013,['2452-1051'],498864,8,Uknown
06130729159,"['1472-0825', '1468-1811']",446899,885,Uknown
061307329,"['0303-8300', '1573-0921']",341027,5256,Uknown
06130798654,['1478-6737'],477380,65,Uknown
06130803749,"['0268-117X', '2050-4616']",446897,621,Uknown
06130824323,"['2707-5249', '1682-3540']",498385,78,Uknown
06130827377,['1365-893X'],443138,288,True
06130840050,['2453-9236'],498119,2,Uknown
06130840053,"['2453-9759', '1339-2204']",486639,9,True
06130840063,"['1337-6748', '2454-0005']",489838,21,Uknown
06130844556,"['2334-1785', '2334-1777']",500411,37,Uknown
06130847729,"['1743-727X', '1743-7288']",477286,538,Uknown
061308872,"['1467-6494', '0022-3506']",443509,3674,Uknown
06130900670,['1040-2608'],503952,514,Uknown
06130926570,['2632-9255'],504676,48,True
06130943650,"['0026-9271', '1934-2810']",444946,156,Uknown
06130945037,['2630-6069'],495011,7,Uknown
06130967811,"['2175-6783', '1517-3852']",502297,356,True
06130969005,['2175-7402'],504157,9,True
061401011445,"['1466-1381', '1741-2714']",440364,662,Uknown
061401028776,"['1471-5449', '0958-2029']",446421,834,Uknown
061401042502,"['1467-8349', '0309-7013']",447295,635,Uknown
061401047347,"['2163-8217', '1080-1960']",484022,132,Uknown
061401050876,"['1804-9435', '2694-9288']",500025,35,Uknown
061401050899,['2695-0936'],497393,20,Uknown
061401050910,['2695-1428'],504714,2,Uknown
061401050928,['2695-2769'],498897,73,True
061401062611,['2146-6297'],498493,33,Uknown
061401070616,"['0373-6032', '2104-3817']",482248,180,Uknown
061401070695,"['0373-6075', '2507-0185']",446613,326,Uknown
061401071925,"['2220-4156', '2587-9766']",491409,26,Uknown
061401071963,['2220-5098'],486535,10,Uknown
061401081093,"['2212-4810', '2212-6465']",479656,45,Uknown
061401081225,"['1848-1035', '1848-4956']",488942,23,True
061401081253,"['0351-4706', '1848-2309']",472698,15,True
061401081269,"['0352-7875', '1848-2317']",474201,39,True
061401081285,"['1848-2325', '0353-765X']",473459,17,Uknown
061401081312,"['1846-4599', '1848-2511']",499296,20,Uknown
061401081327,"['1848-3143', '0570-9008']",482401,3,Uknown
061401090145,['1538-5000'],444219,467,Uknown
0614010929,"['1097-4679', '0021-9762']",442612,8909,Uknown
061401107774,"['1581-8314', '1581-6613']",472011,316,True
061401108349,['1582-0548'],490337,6,Uknown
0614011280,"['1468-5965', '0021-9886']",343375,2543,Uknown
0614011322,"['1460-2466', '0021-9916']",442636,2210,Uknown
061401146150,"['1900-6586', '2500-7645']",496964,251,True
061401147219,"['1909-5759', '2500-803X']",490963,28,Uknown
061401147245,"['2500-8684', '0123-3769']",490966,42,True
061401157265,['0079-8215'],481800,8,Uknown
061401197659,['1060-3743'],443715,722,Uknown
061401202333,['2397-0820'],503206,26,True
061401202432,['2397-1835'],488447,795,True
061401205706,"['2610-802X', '2542-3029']",498439,49,Uknown
061401205720,['2610-8038'],497960,10,Uknown
061401205744,['2610-9182'],495345,228,True
061401205874,"['0123-4641', '2248-7085']",483743,186,True
0614012386,"['0022-1309', '1940-0888']",442987,3002,Uknown
0614012588,"['1940-0896', '0022-1325']",447612,3369,Uknown
061401289255,['0033-2984'],478734,514,Uknown
061401294316,['1302-2636'],499445,102,Uknown
061401294342,"['1302-2865', '2148-2942']",496766,214,Uknown
061401294358,['1302-2938'],483040,46,Uknown
061401316,"['1741-1440', '1741-1432']",440092,1061,Uknown
061401328,['1741-4113'],481249,1208,Uknown
061401342,"['1058-8388', '1097-0177']",341380,5380,Uknown
061401369123,"['1657-3412', '2346-0253']",498152,30,True
061401370177,"['1668-4885', '2683-7234']",497627,6,True
061401370188,['2683-7846'],498995,1,Uknown
061401370235,"['1850-3667', '2683-9024']",500420,3,Uknown
061401370245,"['2683-9393', '1669-8843']",497019,4,Uknown
061401370250,"['2683-9601', '2313-9749']",492957,73,True
061401370268,['2683-9636'],482171,1,True
061401378156,['1330-0695'],483055,5,True
061401378164,['1330-0946'],486965,10,Uknown
061401378307,"['1330-2965', '1845-6014']",473825,204,True
061401378408,"['1848-9532', '1330-3627']",481003,24,True
061401381754,"['1517-7947', '2526-3471']",493290,13,True
061401381849,['2526-4192'],496608,4,True
061401381894,"['2526-4850', '2237-0781']",490716,1,Uknown
06140138373,"['1060-586X', '1938-2855']",445969,582,Uknown
061401400379,['0890-2461'],471916,122,Uknown
061401400500,"['2031-0242', '0890-2917']",451848,225,Uknown
0614014060,"['1434-663X', '1862-5215']",468741,1208,Uknown
0614014078,"['0950-0693', '1464-5289']",442014,2241,Uknown
0614014085,"['1747-7581', '0950-0782']",444287,1056,Uknown
0614014088,"['0950-0804', '1467-6419']",442786,1129,Uknown
061401424553,"['2300-7036', '1508-2806']",490585,173,True
061401424605,"['1896-8325', '2300-7087']",480193,47,Uknown
061401424740,['2300-7249'],486079,20,Uknown
061401459172,['1575-5886'],438399,88,True
061401459192,"['2340-2199', '1575-6823']",472158,74,True
061401459209,['1575-9563'],473952,22,True
061401462849,"['1939-151X', '1524-9220']",446206,752,Uknown
061401471967,['2079-3200'],490560,334,True
061401476905,"['1452-7448', '2738-1102']",501856,17,Uknown
061401478068,"['1587-3803', '1416-3837']",485781,145,Uknown
061401481700,['1904-5352'],478879,24,True
061401481773,"['1904-7967', '1901-6220']",471746,7,True
061401481823,"['0108-1993', '1904-8181']",340685,27,Uknown
06140148188,"['1477-8556', '0022-4480']",443720,595,Uknown
061401494968,"['0202-2397', '2618-9518']",491674,4,Uknown
061401494973,"['0202-2532', '2618-6969']",494636,10,Uknown
0614015357,"['1468-0017', '0268-1064']",444850,1121,Uknown
061401535900,"['2007-1094', '1665-6180']",487267,64,True
061401545170,"['0210-1696', '2530-0350']",489931,134,True
061401545266,['2530-1012'],499348,3,True
061401545271,"['0567-560X', '2530-1551']",482391,4,Uknown
061401545278,['2530-2337'],492883,11,Uknown
061401545288,['2530-2442'],490728,44,Uknown
0614015577,['0268-3946'],443250,1184,Uknown
061401568504,['2014-3680'],485209,51,True
061401569156,['2014-8100'],488313,21,True
061401569291,"['0212-0372', '2014-3885']",482009,24,True
061401569306,"['2014-4512', '0212-1573']",489024,183,True
061401569349,"['2014-4520', '0211-3481']",487661,98,True
061401569395,"['2014-4865', '2014-4806']",479009,29,True
061401569423,"['2462-6384', '2014-5039']",486180,38,True
061401569450,['2014-5748'],486643,22,True
061401569483,"['2014-6000', '0213-2397']",482024,17,Uknown
061401569494,['2014-6418'],484835,60,True
061401569521,['2014-6590'],503599,3,True
061401569526,['2014-671X'],485465,31,True
061401569573,['2014-6760'],503615,4,True
061401569578,['2014-7023'],486088,1,True
061401569580,['2014-7627'],482042,4,Uknown
061401569584,['2014-7708'],499293,7,True
061401569590,['2014-7910'],481309,23,True
061401569610,['2014-7996'],488303,10,True
061401569654,"['2014-8534', '2014-8526']",486043,5,True
061401569658,"['2014-8798', '1135-9722']",482910,51,True
061401591923,"['0254-9247', '2223-3733']",491031,238,True
061401592019,"['2223-3741', '1016-913X']",491027,19,True
061401612353,['1995-848X'],495299,17,True
061401627814,['2602-3768'],496448,21,True
061401627815,['2602-3792'],493350,85,True
061401627829,['2602-3806'],496440,66,Uknown
061401627844,['2602-3830'],493349,42,True
061401627924,"['2602-3954', '2602-4152']",501980,23,True
061401627989,['2602-4438'],494181,6,True
061401643650,"['2196-7121', '0042-5702']",448047,177,Uknown
061401643726,"['0044-216X', '2196-713X']",448246,621,Uknown
061401679409,"['1338-449X', '1338-4430']",491271,17,Uknown
061401679417,['1338-4872'],486089,3,Uknown
061401680856,['2709-2488'],502982,1,Uknown
061401699503,['2531-145X'],499350,39,True
061401699511,"['2531-1654', '2531-1646']",493443,5,True
061401699515,['2531-1786'],494229,20,True
061401699522,"['2173-6405', '2531-2103']",488001,44,True
061401699532,"['2444-832X', '2531-2219']",494180,7,True
061401702379,"['1569-5239', '1573-7152']",446478,693,Uknown
061401719803,"['2059-0660', '2059-0679']",499239,25,Uknown
061401724378,"['2169-2335', '2169-2327']",486736,261,Uknown
061401734790,"['1552-6283', '1552-6291']",468883,336,Uknown
061401751468,"['1903-1785', '0904-1699']",340907,220,True
061401778064,"['2055-348X', '2055-3498']",485320,134,Uknown
061401778085,"['2055-3501', '2055-351X']",486462,14,Uknown
