EP_id,Publications_in_venue,Original Title,Country of Publication,ERIH PLUS Disciplines,disc_count
484901,123,Journal of African Diaspora Archaeology and Heritage,United States,"Anthropology, Archaeology, Art and Art History, Cultural Studies, Demography, Gender Studies, History, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Religious Studies and Theology, Science and Technology Studies",12
441271,699,Human Performance,United States,Psychology,1
488022,182,International Journal of Smart Education and Urban Society (IJSEUS),United States,"Art and Art History, Business and Management, Environmental Studies, Interdisciplinary research in the Social Sciences, Library and Information Science, Media Studies and Communication, Pedagogical & Educational Research, Psychology, Science and Technology Studies, Social Statistics and Informatics, Sociology",11
343393,855,Architectural Design,United States,Art and Art History,1
442770,810,Journal of Early Intervention,United States,"Psychology, Pedagogical & Educational Research",2
500561,350,Labor: Studies in Working-Class History,United States,"History, Business and Management, Economics",3
447714,599,"Theatre journal (Washington, D.C.)",United States,Literature,1
447714,415,"Theatre journal (Washington, D.C.)",United States,Literature,1
441830,595,International Journal of Electronic Commerce,United States,"Library and Information Science, Business and Management, Economics",3
437112,4074,Academy of Management Review,United States,Psychology,1
441275,1033,Human Resource Development Quarterly,United States,"Pedagogical & Educational Research, Psychology",2
440644,580,Field Methods,United States,Anthropology,1
442798,818,Journal of educational and behavioral statistics,United States,"Pedagogical & Educational Research, Psychology",2
447381,1712,Teaching and learning in medicine,United States,Pedagogical & Educational Research,1
444058,1365,Journal of Urban History,United States,"Art and Art History, History",2
490161,66,Preternature Critical and Historical Studies on the Preternatural,United States,"Cultural Studies, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Philosophy, Religious Studies and Theology, Science and Technology Studies",8
445735,2661,Philosophical Review,United States,Philosophy,1
484931,172,TRaNS: Trans-Regional and -National Studies of Southeast Asia,United States,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
442702,1572,Journal of Continuing Education in the Health Professions,United States,Pedagogical & Educational Research,1
341233,1173,Journal of Behavioral Decision Making,United States,Psychology,1
442542,1537,Journal of Career Development (JCD),United States,Psychology,1
441199,274,History and Memory,United States,History,1
446845,733,Self and Identity,United States,Psychology,1
448000,316,Utopian Studies,United States,"Art and Art History, Cultural Studies, Demography, Economics, Environmental Studies, History, Law, Literature, Political Sciences and International Relations, Social Statistics and Informatics",10
443157,662,Journal of International Marketing,United States,"Business and Management, Economics",2
446430,2044,Research in Higher Education,United States,Pedagogical & Educational Research,1
442044,445,International Journal of the Classical Tradition,United States,Classical Studies,1
423354,1733,Agriculture and Human Values,United States,Philosophy,1
425100,651,Journal of Political Philosophy,United States,"Philosophy, Political Sciences and International Relations, Sociology",3
437634,1849,American Speech,United States,Linguistics,1
442937,1290,Journal of Fluency Disorders,United States,Linguistics,1
477876,1395,Social Psychological and Personality Science,United States,Psychology,1
438793,2006,California Management Review,United States,"Business and Management, Economics",2
443249,1330,Journal of Management Inquiry,United States,Business and Management,1
476814,70,Review of Marketing Science,United States,Business and Management,1
496788,774,Technical Communication Quarterly,United States,"Cultural Studies, Media Studies and Communication, Science and Technology Studies, Pedagogical & Educational Research, Interdisciplinary research in the Humanities",5
440558,1523,Experimental and clinical psychopharmacology,United States,Psychology,1
445227,7,Nineteenth-Century Art Worldwide,United States,Art and Art History,1
443213,567,Journal of Literacy Research,United States,"Psychology, Pedagogical & Educational Research",2
441164,138,Hispanic Review,United States,Literature,1
441164,734,Hispanic Review,United States,Literature,1
499595,215,The Mark Twain Annual,United States,"Literature, Pedagogical & Educational Research",2
447286,115,Style,United States,"Interdisciplinary research in the Humanities, Linguistics, Literature, Pedagogical & Educational Research, Philosophy, Psychology",6
443637,1118,Journal of Public Policy & Marketing,United States,Business and Management,1
420167,886,Ethics and International Affairs,United States,"Interdisciplinary research in the Humanities, Philosophy",2
476778,402,Archaeologies: Journal of the World Archaeological Congress,United States,"Anthropology, Archaeology",2
436387,4874,Publications of the Modern Language Association of America,United States,Literature,1
341841,145090,Science,United States,Psychology,1
440957,470,Gesta,United States,Art and Art History,1
486310,90,Italian Politics,United States,Political Sciences and International Relations,1
341460,361,Journal of Theoretical and Philosphical Psychology,United States,Philosophy,1
443865,1547,Journal of the American Musicological Society,United States,Musicology,1
487997,34,Journal of Ancient Egyptian Interconnections,United States,"Archaeology, History",2
493176,228,Journal of Ethnic and Cultural Studies (JECS),United States,"Cultural Studies, Social Statistics and Informatics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
499232,4,Precollege Philosophy and Public Practice,United States,"Pedagogical & Educational Research, Philosophy",2
442621,3801,Journal of Cognitive Neuroscience,United States,Psychology,1
343046,1507,RAND Journal of Economics,United States,"Business and Management, Economics",2
446390,1496,Remedial and special education,United States,Pedagogical & Educational Research,1
448179,846,Work and occupations,United States,Psychology,1
440718,15,Fontes Artis Musicae,United States,Musicology,1
441206,66,History of Philosophy Quarterly,United States,Philosophy,1
437683,575,Ancient Philosophy: A Journal devoted to Ancient Greek and Roman Philosophy and Science,United States,"Philosophy, Classical Studies",2
480769,562,International Journal of Cultural Property,United States,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law",3
440547,3279,Exceptional children,United States,"Psychology, Pedagogical & Educational Research",2
486042,1129,Journal of the History of Economic Thought (JHET),"United Kingdom, United States","Economics, History",2
485454,214,Israel Studies Review,United States,Cultural Studies,1
411958,2397,Journal of Travel Research,United States,"Environmental Studies, Human Geography and Urban Studies",2
422808,552,European Education : Issues and Studies,United States,Pedagogical & Educational Research,1
449210,1302,ASTIN Bulletin: The Journal of the International Actuarial Association,United States,"Business and Management, Economics",2
439561,1329,Crisis,United States,Psychology,1
447662,2539,The Psychoanalytic Quarterly,United States,Psychology,1
343705,3130,The Psychological Record,United States,Psychology,1
442934,828,Journal of financial services research,United States,Business and Management,1
447554,1384,The German Quarterly,United States,Literature,1
447557,1766,betsy.mccoach@uconn.eduThe gifted child quarterly,United States,"Psychology, Pedagogical & Educational Research",2
474649,323,Calíope Journal of the Society for Renaissance and Baroque Hispanic Poetry,United States,"Literature, Interdisciplinary research in the Humanities",2
342849,1995,Inquiry (Oslo),United States,"History & Philosophy of Science, Philosophy",2
440479,1150,European Journal of Psychological Assessment,United States,Psychology,1
447484,1639,The Americas: A Quarterly Review of Latin American History,United States,History,1
439321,360,Comparative Literature Studies,United States,Literature,1
442445,668,Journal of Archaeological Method and Theory,United States,Archaeology,1
451156,1728,African Studies Review,United States,History,1
437535,9000,American Anthropologist,United States,Anthropology,1
446422,915,Research in African Literatures,United States,Literature,1
447492,2356,The Art Bulletin,United States,Art and Art History,1
340539,2290,Journal of Economic Education,United States,Pedagogical & Educational Research,1
340133,933,History in Africa,United States,History,1
444698,587,Media Psychology,United States,Psychology,1
449846,89,Journal of International Special Needs Education,United States,Pedagogical & Educational Research,1
444966,754,Motor Control,United States,"History & Philosophy of Science, Psychology",2
447079,270,Soundings An Interdisciplinary Journal,United States,"Social Statistics and Informatics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
480633,61,Journal of Religion and Violence,United States,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
440611,2688,Family Relations,United States,Psychology,1
447043,1217,Sociology of education,United States,"Psychology, Pedagogical & Educational Research",2
497522,2,Journal of business and entrepreneurial studies,United States,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
499597,17,International Journal of Persian Literature,United States,"Classical Studies, Cultural Studies, Linguistics, Literature, Philosophy",5
486393,119,Journal of Self-Governance and Management Economics,United States,"Business and Management, Economics",2
470913,773,Politics & Gender,United States,"Gender Studies, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
476576,513,The International Journal of Press/Politics,United States,"Media Studies and Communication, Political Sciences and International Relations",2
482132,156,Hemingway Review,United States,Literature,1
440787,720,Frontiers: A Journal of Women Studies,United States,Gender Studies,1
439605,250,Criticism: A Quarterly for Literature and the Arts,United States,Literature,1
439605,85,Criticism: A Quarterly for Literature and the Arts,United States,Literature,1
437632,899,American Quarterly,United States,"Literature, History",2
437632,1078,American Quarterly,United States,"Literature, History",2
502152,15,International Journal on Studies in Education (IJonSE),United States,Pedagogical & Educational Research,1
439836,736,Design Issues,United States,Art and Art History,1
437773,865,Annals of Dyslexia,United States,"Psychology, Pedagogical & Educational Research",2
430392,913,Television & New Media,United States,"Media Studies and Communication, Science and Technology Studies",2
423797,6876,Educational and Psychological Measurement,United States,"Pedagogical & Educational Research, Psychology",2
441317,245,Idealistic Studies,United States,Philosophy,1
439917,1279,Discourse & Society,United States,"Linguistics, Psychology",2
483886,96,The Cormac McCarthy Journal,United States,"Art and Art History, Media Studies and Communication, Film and Theatre Studies, Literature",4
445072,525,Near Eastern Archaeology,United States,"Religious Studies and Theology, Archaeology",2
486916,75,Journal of Bioresource Management,,"Environmental Studies, Human Geography and Urban Studies, Science and Technology Studies",3
475481,280,International Journal of Digital Crime and Forensics,United States,Science and Technology Studies,1
476692,485,American Journal on Intellectual and Developmental Disabilities,United States,Pedagogical & Educational Research,1
443282,952,Journal of Mathematical Behavior,United States,Pedagogical & Educational Research,1
445608,1957,Pastoral Psychology,United States,Religious Studies and Theology,1
443953,615,The Journal of the Learning Sciences,United States,"Pedagogical & Educational Research, Psychology",2
487923,61,Journal of Theological Interpretation,United States,"History, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities",4
447254,1010,Studies in comparative international development,United States,Media Studies and Communication,1
445751,1100,Philosophy Today,United States,Philosophy,1
447387,3037,Teaching of psychology,United States,"Psychology, Pedagogical & Educational Research",2
499566,97,Comedia Performance: Journal of the Association for Hispanic Classical Theater,United States,"Classical Studies, History, Film and Theatre Studies",3
421446,1578,Journal of Social and Clinical Psychology,United States,Psychology,1
437622,1785,American Literature,United States,Literature,1
446216,4909,Psychosomatics,United States,Psychology,1
341440,2720,Public Administration,United States,Political Sciences and International Relations,1
445582,5352,Public Administration Review,United States,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
342121,3028,Infant Mental Health Journal,United States,Psychology,1
437628,139,American Philosophical Quarterly,United States,Philosophy,1
445745,3139,Philosophy and Phenomenological Research,United States,Philosophy,1
447467,2543,The American Journal of Drug and Alcohol Abuse,United States,Psychology,1
440114,523,Eighteenth-Century Studies,United States,"Art and Art History, Literature",2
440114,395,Eighteenth-Century Studies,United States,"Art and Art History, Literature",2
437593,386,American Journal of Philology,United States,Classical Studies,1
437593,1575,American Journal of Philology,United States,Classical Studies,1
446211,405,"Psychomusicology: Music, Mind  & Brain",United States,Musicology,1
451753,730,Children's Literature Association Quarterly,United States,Literature,1
445532,1962,Pacific Historical Review,United States,History,1
442091,589,International Public Management Journal,United States,Political Sciences and International Relations,1
447587,717,The Internet and Higher Education,United States,Pedagogical & Educational Research,1
478892,230,Historical Studies in the Natural Sciences,United States,History & Philosophy of Science,1
441749,1704,International Journal of American Linguistics,United States,Linguistics,1
441577,937,Infancy,United States,Psychology,1
446311,1230,Radical History Review,United States,History,1
481904,1077,MELUS: Multi-Ethnic Literature of the United States,United States,Literature,1
432302,4338,Journal of Politics,United States,Political Sciences and International Relations,1
340384,2673,Behavior Genetics,United States,Psychology,1
445479,2074,Organization science,United States,"Business and Management, Economics",2
446190,1491,Psychological Inquiry,United States,Psychology,1
493325,151,Boyhood Studies - An Interdisciplinary Journal,United States,"Anthropology, Gender Studies, Cultural Studies, Media Studies and Communication, Sociology, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",7
444112,892,Journal of Women's History,United States,"Gender Studies, History",2
479165,172,Regions and Cohesion,United States,"Sociology, Interdisciplinary research in the Social Sciences",2
475857,80,Dialogue and Discourse,United States,Linguistics,1
444132,1664,"Journalism - Theory, Practice & Criticism",United States,Media Studies and Communication,1
439919,1107,Discourse Studies,United States,Linguistics,1
443187,1186,Journal of Language and Social Psychology,United States,"Linguistics, Psychology",2
440948,103,German Studies Review,United States,"Cultural Studies, History",2
440948,414,German Studies Review,United States,"Cultural Studies, History",2
439615,562,Cross-Cultural Research,United States,"Psychology, Anthropology",2
438173,1838,Assessment (ASM),United States,Psychology,1
447604,1235,The journal of artificial intelligence research,United States,Linguistics,1
446204,4408,Psychology in the Schools,United States,"Psychology, Pedagogical & Educational Research",2
417686,3363,Psychometrika,United States,Psychology,1
499568,37,Journal of Moravian History,United States,"Anthropology, History, Cultural Studies, Religious Studies and Theology",4
469899,434,Theoretical Economics,United States,"Economics, Business and Management",2
439899,567,Differences. A Journal of Feminist Cultural Studies,United States,"Literature, Gender Studies",2
478339,20,Journal for the Study of Paul and His Letters,United States,"History & Philosophy of Science, Literature, Religious Studies and Theology",3
443791,564,Journal of Statistics Education,United States,Pedagogical & Educational Research,1
438949,1018,Central European History,United States,History,1
480024,8,RELIGION AND SOCIETY IN CENTRAL AND EASTERN EUROPE,United States,"Anthropology, History, Interdisciplinary research in the Humanities, Philosophy, Psychology, Religious Studies and Theology, Sociology",7
445683,629,Perspectives on Science,United States,"History & Philosophy of Science, Philosophy",2
446189,5385,Psychological bulletin,United States,Psychology,1
342829,899,Twentieth Century Literature,United States,Literature,1
486021,159,Journal of Demographic Economics (JODE),United States,"Business and Management, Demography",2
423037,9485,American Journal of Physical Anthropology,United States,Anthropology,1
444139,3334,Journal of Economic History,United States,"Economics, History",2
339904,4967,Journal of Economic Theory,United States,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
439229,2094,Cognitive Science,United States,"Linguistics, Psychology",2
343397,7099,Journal of Educational Psychology,United States,"Pedagogical & Educational Research, Psychology",2
444234,452,l'esprit créateur,United States,Literature,1
442806,5337,"The Journal of educational research (Washington, D.C.)",United States,Pedagogical & Educational Research,1
341568,148780,Proceedings of the National Academy of Sciences of the United States of America,United States,Anthropology,1
438099,1384,Art Journal,United States,Art and Art History,1
447832,160,Transactions of the American Philological Association (1974),United States,Classical Studies,1
447832,368,Transactions of the American Philological Association (1974),United States,Classical Studies,1
342753,5690,Human Brain Mapping,United States,Psychology,1
451004,299,The American Journal of Semiotics,United States,Linguistics,1
468899,561,Journal of Organizational and End User Computing,United States,Social Statistics and Informatics,1
446791,4130,Science Education,United States,"Pedagogical & Educational Research, Psychology",2
439228,1157,Cognitive Psychology,United States,"Psychology, Linguistics",2
446810,630,Scientific Studies of Reading,United States,"Pedagogical & Educational Research, Psychology",2
445665,505,Personality and Social Psychology Review,United States,Psychology,1
440607,888,Family Business Review,United States,"Economics, Business and Management",2
438737,741,Bulletin of The History of Medicine,United States,"History, History & Philosophy of Science",2
442769,406,Journal of Early Christian Studies,United States,"History, Religious Studies and Theology",2
447583,330,International Journal of Transgenderism (IJT),"Germany, United States",Gender Studies,1
447343,478,Symposium: A Quarterly Journal in Modern Literatures,United States,Literature,1
342146,6883,American Political Science Review,United States,Political Sciences and International Relations,1
443871,3981,Journal of the American Psychoanalytic Association,United States,Psychology,1
447537,164,The Emily Dickinson Journal,United States,Literature,1
447837,271,Transactions of the Charles S. Peirce Society,United States,Philosophy,1
447837,15,Transactions of the Charles S. Peirce Society,United States,Philosophy,1
447511,310,The Chaucer Review A Journal of Medieval Studies and Literary Criticism,United States,"History, Literature, Philosophy, Political Sciences and International Relations, Religious Studies and Theology",5
449254,549,Journal of Supply Chain Management,United States,Business and Management,1
340510,4300,Journal of Personality Assessment,United States,Psychology,1
340353,5956,Journal of Psychology,United States,Psychology,1
500395,21,Wesley and Methodist Studies,United States,"Religious Studies and Theology, History, Literature, Pedagogical & Educational Research, Philosophy",5
499601,19,"Libraries Culture, History, and Society",United States,"Anthropology, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Economics, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",12
488414,88,The CLR James Journal,United States,"Interdisciplinary research in the Humanities, Philosophy",2
443467,776,Journal of organizational behavior management,United States,Psychology,1
499475,14,Journal of Indian Philosophy and Religion,United States,"Philosophy, Religious Studies and Theology",2
447433,2413,TESOL Quarterly,United States,Pedagogical & Educational Research,1
446726,73,Russian studies in literature,United States,Literature,1
440548,587,Exceptionality,United States,Pedagogical & Educational Research,1
341332,2640,Journal of Conflict Resolution,United States,Political Sciences and International Relations,1
446992,1140,Social Cognition,United States,Psychology,1
342135,3508,Brain and Cognition,United States,Psychology,1
476290,189,Journal of Chinese Religions,United States,"Cultural Studies, Religious Studies and Theology",2
442074,802,International Labor and Working-Class History,United States,History,1
446772,843,School psychology quarterly,United States,Psychology,1
446192,4493,Psychological review,United States,Psychology,1
446191,958,Psychological methods,United States,Psychology,1
446198,2715,Psychology and Aging,United States,Psychology,1
446205,2110,Psychology of Addictive Behaviors,United States,Psychology,1
343121,3196,Psychotherapy,United States,Psychology,1
421453,1418,Rehabilitation Psychology,United States,Psychology,1
446210,787,"Psychology, public policy and law",United States,Psychology,1
340222,4622,Journal of Abnormal Psychology,United States,Psychology,1
442433,8448,Journal of Applied Psychology,United States,Psychology,1
439737,1559,Curriculum Inquiry,United States,Pedagogical & Educational Research,1
342180,1226,Legislative Studies Quarterly,United States,Political Sciences and International Relations,1
439813,2596,Depression and Anxiety,United States,Psychology,1
485136,149,Journal of Globalization and Development (JGD),"Germany, United States","Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
481035,2587,JAMA Neurology,United States,Science and Technology Studies,1
341588,3203,Journal of Developmental and Behavioral Pediatrics,United States,Psychology,1
341082,2578,Cognitive Therapy and Research,United States,Psychology,1
442647,1954,Journal of comparative economics,United States,Economics,1
447506,1116,Career Development Quarterly (CDQ),United States,Psychology,1
440247,1012,English for Specific Purposes,United States,Linguistics,1
445500,641,Osiris,United States,History & Philosophy of Science,1
497002,443,Gifted and Talented International,United States,"Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Social Sciences",3
443373,705,"The Journal of musicology (St. Joseph, Mich.)",United States,Musicology,1
438172,536,Assessing Writing: An International Journal,United States,Linguistics,1
443156,781,Journal of International Management,United States,Business and Management,1
446144,669,"Prose Studies: History, Theory, Criticism",United States,Literature,1
439374,673,Computational Linguistics,United States,Linguistics,1
442124,640,International Studies Perspectives,United States,"Political Sciences and International Relations, Human Geography and Urban Studies",2
450990,151,The Polish Review,United States,Literature,1
475237,83,Museum History Journal,United States,"Anthropology, History",2
444755,754,Men and Masculinities,United States,Gender Studies,1
442522,687,Journal of Business and Technical Communication,United States,Media Studies and Communication,1
446969,764,Slavic and East European Journal,United States,Literature,1
499243,82,Educational policy analysis and strategic research,United States,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
443993,80,Journal of The Society of Christian Ethics,United States,Religious Studies and Theology,1
443993,117,Journal of The Society of Christian Ethics,United States,Religious Studies and Theology,1
444237,149,La Corónica : a journal of medieval Spanish language and literature,United States,Literature,1
484893,199,California Archaeology,United States,"Archaeology, History & Philosophy of Science",2
438077,29,Arion: A Journal of Humanities and the Classics,United States,"Classical Studies, Linguistics, Literature",3
438077,43,Arion: A Journal of Humanities and the Classics,United States,"Classical Studies, Linguistics, Literature",3
500417,41,The Harold Pinter Review Essays on Contemporary Drama,United States,"Film and Theatre Studies, Literature",2
485452,119,Democratic Theory: An Interdisciplinary Journal,United States,Political Sciences and International Relations,1
439400,922,Computer Music Journal,United States,Musicology,1
489710,361,Race and Social Problems,United States,"Anthropology, Sociology",2
499599,118,Critical Philosophy of Race,United States,"Anthropology, Gender Studies, History, Cultural Studies, Demography, Law, Sociology, Social Statistics and Informatics, Human Geography and Urban Studies, Literature, Philosophy, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",14
486559,777,European Journal of Educational Research,United States,"Anthropology, Interdisciplinary research in the Social Sciences, Linguistics, Pedagogical & Educational Research",4
473103,111,Janus Head,United States,"Interdisciplinary research in the Humanities, Philosophy, Psychology",3
480736,2342,Teaching Exceptional Children,United States,Pedagogical & Educational Research,1
447400,6555,Technological Forecasting and Social Change,United States,"Science and Technology Studies, Sociology",2
447402,1060,Technology and Culture,United States,"History, History & Philosophy of Science",2
447402,805,Technology and Culture,United States,"History, History & Philosophy of Science",2
437482,639,AJS Review,United States,Religious Studies and Theology,1
447736,217,Theory & Event,United States,"Cultural Studies, Political Sciences and International Relations",2
446261,2207,Qualitative Inquiry,United States,Pedagogical & Educational Research,1
343304,2116,Journal of the Academy of Marketing Science,United States,"Business and Management, Economics",2
342735,267,Studies in Philology,United States,Literature,1
449252,80,Journal of Slavic Linguistics,United States,Linguistics,1
476169,355,Quantitative Economics,United States,"Business and Management, Economics",2
482130,755,Proceedings of the Biennial Meetings of the Philosophy of Science Association,United States,Philosophy,1
341158,701,Research in Post-Compulsory Education,United States,Pedagogical & Educational Research,1
441379,2015,IEEE Signal Processing Magazine,United States,Musicology,1
342075,2956,Consciousness and Cognition,United States,Psychology,1
485834,31,Rhizomes: Cultural Studies in Emerging Knowledge,United States,"Cultural Studies, Interdisciplinary research in the Humanities",2
446496,1910,The Review of Politics,United States,Political Sciences and International Relations,1
437457,477,Agricultural History,United States,"History & Philosophy of Science, History",2
340992,7194,Journal of Consulting and Clinical Psychology,United States,Psychology,1
442650,1814,Journal of Comparative Psychology,United States,Psychology,1
442713,4594,Journal of Counseling Psychology,United States,Psychology,1
442907,2526,Journal of experimental psychology. General,United States,"Linguistics, Psychology",2
443991,1371,Journal of the Society of Architectural Historians (JSAH),United States,Art and Art History,1
341881,24863,American Journal of Psychiatry,United States,Psychology,1
437606,6052,American Journal of Psychology,United States,Psychology,1
340629,1640,Journal of the American Academy of Religion,United States,Religious Studies and Theology,1
451405,332,"The Ben Jonson Journal : Literary Contexts in the Age of Elizabeth, James, and Charles",United States,Literature,1
483251,85,Education and Culture,United States,Pedagogical & Educational Research,1
483251,31,Education and Culture,United States,Pedagogical & Educational Research,1
443779,5939,"Journal of Speech, Language and Hearing Research",United States,"Psychology, Linguistics",2
483958,191,Midcontinental Journal of Archaeology,United States,"Archaeology, History",2
500416,106,George Eliot–George Henry Lewes Studies,United States,Literature,1
341141,2812,Journal of Traumatic Stress,United States,Psychology,1
483234,185,American Literary Realism,United States,Literature,1
443783,1260,Journal of Sport & Exercise Psychology (JSEP),United States,Psychology,1
343182,1036,Journal of Productivity Analysis,United States,"Business and Management, Economics",2
443137,654,Journal of Interactive Marketing,United States,"Business and Management, Economics",2
445458,399,Oral History Review (OHR),United States,"History, Anthropology",2
436166,1179,Academy of Management Learning & Education,United States,"Business and Management, Pedagogical & Educational Research",2
442591,1788,Journal of Clinical Child & Adolescent Psychology,United States,Psychology,1
498985,70,Migration and Society: Advances in Research,United States,"Anthropology, Human Geography and Urban Studies",2
475415,48,Alternative Spirituality and Religion Review,United States,Religious Studies and Theology,1
447725,867,Theology Today,United States,Religious Studies and Theology,1
448353,2228,Zygon: Journal of Religion and Science,United States,Religious Studies and Theology,1
480638,83,Hipogrifo. Revista de literatura y cultura del Siglo de Oro,United States,"History, Literature",2
443241,2391,Journal of Management,United States,Psychology,1
499565,119,Ecumenica: Performance and Religion,United States,"Film and Theatre Studies, Religious Studies and Theology, Interdisciplinary research in the Humanities",3
485061,230,"Accounting, Economics, and Law – A Convivium",United States,"Economics, Law",2
343654,845,Adult Education Quarterly,United States,Pedagogical & Educational Research,1
439555,2210,Criminal Justice and Behavior,United States,Psychology,1
501943,44,"Screen Bodies: The Journal of Embodiment, Media Arts, and Technology",United States,"Gender Studies, Cultural Studies, Media Studies and Communication, Film and Theatre Studies",4
447529,1572,TDR: The Drama Review,United States,Literature,1
448163,1157,Women & Therapy,United States,Gender Studies,1
446500,1211,Review of religious research,United States,Religious Studies and Theology,1
471355,924,Journal of Latin American and Caribbean Anthropology,United States,Anthropology,1
475206,184,Basic Income Studies,United States,"Economics, Sociology",2
470890,318,Metacognition and Learning,United States,Pedagogical & Educational Research,1
341323,1989,Aggressive Behavior,United States,Psychology,1
451665,152,Studies in American Jewish Literature,United States,"History, Literature, Philosophy, Religious Studies and Theology",4
441299,2092,Hypatia: A Journal of Feminist Philosophy,United States,"Gender Studies, Philosophy",2
438035,3447,Archives of Clinical Neuropsychology,United States,Psychology,1
342261,2576,Journal of Anxiety Disorders,United States,Psychology,1
481004,288,International Journal of Applied Philosophy,United States,Philosophy,1
478461,1568,"CyberPsychology, Behavior and Social Networking",United States,"Interdisciplinary research in the Social Sciences, Psychology",2
343456,1277,Diplomatic History,United States,History,1
447012,1731,Social Science History,United States,History,1
437499,10222,Alcoholism: Clinical and Experimental Research,United States,Psychology,1
343300,2518,Electoral Studies: an international journal on voting and electoral systems and strategy,United States,Political Sciences and International Relations,1
443691,1390,Journal of Research on Adolescence,United States,Psychology,1
443778,622,Journal of Speculative Philosophy,United States,"Art and Art History, Literature, Philosophy, Religious Studies and Theology",4
451593,375,"Arizona Quarterly: A Journal of American Literature, Culture, and Theory",United States,Literature,1
485959,323,Res Philosophica,United States,Philosophy,1
440881,1416,Geoarchaeology,United States,Archaeology,1
482779,259,Nka: Journal of Contemporary African Art,United States,"Anthropology, Art and Art History",2
439320,1083,Comparative Literature,United States,Literature,1
441017,864,Group & Organization Management,United States,Psychology,1
483227,209,Journal for Early Modern Cultural Studies,United States,Literature,1
444380,411,Leonardo Music Journal,United States,Musicology,1
438722,567,Bulletin of Symbolic Logic,United States,"History & Philosophy of Science, Philosophy",2
499617,47,The Edgar Allan Poe Review,United States,Literature,1
449306,387,Journal of Philosophical Research (JPR),United States,Philosophy,1
443370,627,Journal of music theory,United States,Musicology,1
477714,232,Nature and Culture,United States,"Anthropology, Environmental Studies",2
445682,1586,Perspectives on Politics,United States,Political Sciences and International Relations,1
448044,297,Victorian Poetry,United States,Literature,1
442906,775,Journal of experimental psychology. Applied,United States,Psychology,1
498782,29,"Arendt Studies: A Journal for Research on the Life, Work, and Legacy of Hannah Arendt",United States,"Political Sciences and International Relations, Philosophy, Interdisciplinary research in the Humanities",3
499570,17,Bustan: The Middle East Book Review,United States,"Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
493905,59,Journal of Legal Anthropology,United States,"Anthropology, Law",2
493591,93,Emerging Markets Journal (EMAJ),United States,"Business and Management, Economics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Science and Technology Studies, Social Statistics and Informatics",6
483804,37,CINEJ Cinema Journal,United States,Film and Theatre Studies,1
494199,77,Contention: The Multidisciplinary Journal of Social Protest,United States,"Political Sciences and International Relations, Sociology, Psychology, Interdisciplinary research in the Social Sciences",4
437941,1573,Applied Psycholinguistics,United States,"Linguistics, Psychology",2
440673,1064,First language,United States,"Pedagogical & Educational Research, Linguistics",2
480902,67,"REGION: Regional Studies of Russia, Eastern Europe, and Central Asia",United States,Interdisciplinary research in the Humanities,1
444289,763,Language and Literature,United States,Linguistics,1
481325,308,The F. Scott Fitzgerald Review,United States,"Literature, Interdisciplinary research in the Social Sciences",2
498784,115,Social Philosophy Today,United States,"Political Sciences and International Relations, Philosophy",2
342722,291,Augustinian Studies,United States,"Philosophy, Religious Studies and Theology",2
486514,64,Bulletin of Chinese Linguistics,United States,History,1
343260,7126,Sleep,United States,Psychology,1
437859,1258,Anthropology & Education Quarterly,United States,"Anthropology, Pedagogical & Educational Research",2
447005,862,Social Philosophy and Policy,United States,Philosophy,1
443833,1347,Journal of teaching in physical education,United States,Pedagogical & Educational Research,1
440341,174,Essays in Philosophy: A Biannual Journal,United States,"Political Sciences and International Relations, Philosophy",2
339957,1781,Language Learning,United States,"Pedagogical & Educational Research, Linguistics",2
339998,651,System Dynamics Review,United States,"Business and Management, Interdisciplinary research in the Social Sciences",2
439115,401,Classical Antiquity,United States,"History, Classical Studies",2
499596,158,Studies in American Humor,United States,"Art and Art History, Media Studies and Communication, Film and Theatre Studies",3
