OC_omid,issn,EP_id,Publications_in_venue,Open Access
620281172,"['2325-5404', '1094-2076']",445072,525,Unknown
6203088911,['2309-3854'],486916,75,True
6203090024,"['1941-6229', '1941-6210']",475481,280,Unknown
6203101347,"['1944-7515', '1944-7558']",476692,485,Unknown
6203285042,['0732-3123'],443282,952,Unknown
62033109,"['1573-6679', '0031-2789']",445608,1957,Unknown
620343223,"['1050-8406', '1532-7809']",443953,615,Unknown
62035344,"['2576-7933', '1936-0843']",487923,61,Unknown
62040390,"['0039-3606', '1936-6167']",447254,1010,Unknown
62041619,['0031-8256'],445751,1100,Unknown
62043157,"['1532-8023', '0098-6283']",447387,3037,Unknown
62044252,"['1553-6505', '2572-4428']",499566,97,Unknown
62044684,['0736-7236'],421446,1578,Unknown
62045980,"['0002-9831', '1527-2117']",437622,1785,Unknown
6205299,['0033-3182'],446216,4909,Unknown
6205379,"['1467-9299', '0033-3298']",341440,2720,Unknown
6205416,"['1540-6210', '0033-3352']",445582,5352,Unknown
62058883,"['0163-9641', '1097-0355', '0738-0151', '1573-2797', '0041-0608']",342121,3028,Unknown
620639583,"['2152-1123', '0003-0481']",437628,139,Unknown
6206795,"['1933-1592', '0031-8205']",445745,3139,Unknown
6209246,"['1097-9891', '0095-2990']",447467,2543,Unknown
62101046770,['1086-315X'],440114,523,Unknown
6802328242,['0013-2586'],440114,395,Unknown
62101046899,['1086-3168'],437593,386,Unknown
621046354,['0002-9475'],437593,1575,Unknown
62101090051,"['0275-3987', '2162-1535']",446211,405,Unknown
62101110361,['1553-1201'],451753,730,Unknown
62101128,"['0030-8684', '1533-8584']",445532,1962,Unknown
62101304350,"['1559-3169', '1096-7494']",442091,589,Unknown
62101304478,['1096-7516'],447587,717,Unknown
62101471736,"['1939-182X', '1939-1811']",478892,230,Unknown
621015010,"['0020-7071', '1545-7001']",441749,1704,Unknown
62101748212,"['1525-0008', '1532-7078']",441577,937,Unknown
621018158,"['0163-6545', '1534-1453']",446311,1230,Unknown
621018170,"['1946-3170', '0163-755X']",481904,1077,Unknown
621018248,"['1468-2508', '0022-3816']",432302,4338,Unknown
621019662,"['1573-3297', '0001-8244']",340384,2673,Unknown
621020991,"['1526-5455', '1047-7039']",445479,2074,Unknown
621021063,"['1532-7965', '1047-840X']",446190,1491,Unknown
62102133524,"['2375-9240', '2375-9267']",493325,151,Unknown
62102149150,['1527-2036'],444112,892,Unknown
62102196257,"['2152-9078', '2152-906X']",479165,172,True
62102196304,['2152-9620'],475857,80,True
621023708,"['1464-8849', '1741-3001']",444132,1664,Unknown
621023759,"['1461-4456', '1461-7080']",439919,1107,Unknown
621023828,"['1552-6526', '0261-927X']",443187,1186,Unknown
62102385392,['2164-8646'],440948,103,Unknown
6260996883,['0149-7952'],440948,414,Unknown
621025349,"['1069-3971', '1552-3578']",439615,562,Unknown
621025514,"['1073-1911', '1552-3489']",438173,1838,Unknown
62102816,['1076-9757'],447604,1235,True
621028179,"['1520-6807', '0033-3085']",446204,4408,Unknown
621028223,"['0033-3123', '1860-0980']",417686,3363,Unknown
62102864184,"['1933-6632', '2161-6310']",499568,37,Unknown
62102864216,['1933-6837'],469899,434,True
62102880544,"['1527-1986', '1040-7391']",439899,567,Unknown
62103013732,"['2576-7941', '2159-2063']",478339,20,Unknown
62103108740,['1069-1898'],443791,564,True
621031281,"['1569-1616', '0008-9389']",438949,1018,Unknown
62103283890,['1553-9962'],480024,8,Unknown
621032868,"['1063-6145', '1530-9274']",445683,629,Unknown
621032882,"['1939-1455', '0033-2909']",446189,5385,Unknown
6210406628,"['2325-8101', '0041-462X']",342829,899,Unknown
6210433390,"['2054-0906', '2054-0892']",486021,159,Unknown
621046459,"['1096-8644', '0002-9483']",423037,9485,Unknown
62105298,"['0022-0507', '1471-6372']",444139,3334,Unknown
62105337,['0022-0531'],339904,4967,Unknown
621053464,"['1551-6709', '0364-0213']",439229,2094,Unknown
62105433,"['0022-0663', '1939-2176']",343397,7099,Unknown
6210549790,['1931-0234'],444234,452,Unknown
62105524,"['0022-0671', '1940-0675']",442806,5337,Unknown
621062545,"['0027-8424', '1091-6490']",341568,148780,Unknown
621064687,"['0004-3249', '2325-5307']",438099,1384,Unknown
6210651877,['1533-0699'],447832,160,Unknown
6210672098,['0360-5949'],447832,368,Unknown
621066071,"['1097-0193', '1065-9471']",342753,5690,True
6210729437,['0277-7126'],451004,299,Unknown
6210784377,"['1546-2234', '1546-5012']",468899,561,Unknown
62108395,"['0036-8326', '1098-237X']",446791,4130,Unknown
62108482,['0010-0285'],439228,1157,Unknown
62201019660,"['1088-8438', '1532-799X']",446810,630,Unknown
62201019818,"['1088-8683', '1532-7957']",445665,505,Unknown
62201024451,"['1741-6248', '0894-4865']",440607,888,Unknown
62201050231,['1086-3176'],438737,741,Unknown
62201050359,['1086-3184'],442769,406,Unknown
62201112440,"['1434-4599', '1553-2739']",447583,330,Unknown
62201118067,"['1931-0676', '0039-7709']",447343,478,Unknown
622011252,"['0003-0554', '1537-5943']",342146,6883,Unknown
622011352,"['1941-2460', '0003-0651']",443871,3981,Unknown
62201305282,['1096-858X'],447537,164,Unknown
62201380016,['0009-1774'],447837,271,Unknown
6240586457,['1558-9587'],447837,15,Unknown
62201380087,"['1528-4204', '0009-2002']",447511,310,Unknown
62201809282,"['1745-493X', '1523-2409']",449254,549,Unknown
622019123,"['0022-3891', '1532-7752']",340510,4300,Unknown
622019323,"['1940-1019', '0022-3980']",340353,5956,Unknown
62201944464,"['2291-1731', '2291-1723']",500395,21,Unknown
62201987961,"['2473-0343', '2473-036X']",499601,19,Unknown
62202141663,['2167-4256'],488414,88,Unknown
62202164101,"['0160-8061', '1540-8604']",443467,776,Unknown
62202166552,['0971-944X'],499475,14,Unknown
622023922,"['0039-8322', '1545-7249']",447433,2413,Unknown
62202591306,"['1944-7167', '1061-1975']",446726,73,Unknown
62202597524,"['0936-2835', '1532-7035']",440548,587,Unknown
622026639,"['1552-8766', '0022-0027']",341332,2640,Unknown
622029210,['0278-016X'],446992,1140,Unknown
622029305,['0278-2626'],342135,3508,Unknown
62203011519,"['0737-769X', '2050-8999']",476290,189,Unknown
62203054871,"['1471-6445', '0147-5479']",442074,802,Unknown
622031431,"['1939-1560', '1045-3830']",446772,843,Unknown
622031969,"['0033-295X', '1939-1471']",446192,4493,Unknown
622032063,"['1939-1463', '1082-989X']",446191,958,Unknown
622032066,"['0882-7974', '1939-1498']",446198,2715,Unknown
622032077,"['0893-164X', '1939-1501']",446205,2110,Unknown
622032081,"['0033-3204', '1939-1536']",343121,3196,Unknown
622032099,"['1939-1544', '0090-5550']",421453,1418,Unknown
622032109,"['1076-8971', '1939-1528']",446210,787,Unknown
622032113,"['1939-1846', '0021-843X']",340222,4622,Unknown
622032144,"['0021-9010', '1939-1854']",442433,8448,Unknown
622033801,"['1467-873X', '0362-6784']",439737,1559,Unknown
622033855,"['1939-9162', '0362-9805']",342180,1226,Unknown
622036209,"['1091-4269', '1520-6394']",439813,2596,Unknown
622036313,"['2194-6353', '1948-1837']",485136,149,Unknown
622047318,['2168-6149'],481035,2587,Unknown
622048642,['0196-206X'],341588,3203,Unknown
622057784,"['1573-2819', '0147-5916']",341082,2578,Unknown
622057804,['0147-5967'],442647,1954,Unknown
62205912,"['2161-0045', '0889-4019']",447506,1116,Unknown
62205938,['0889-4906'],440247,1012,Unknown
6220644010,"['1933-8287', '0369-7827']",445500,641,Unknown
6220650926,"['2470-9565', '1533-2276']",497002,443,Unknown
6220729327,"['0277-9269', '1533-8347']",443373,705,Unknown
6220770958,['1075-2935'],438172,536,Unknown
6220771102,['1075-4253'],443156,781,Unknown
6220821364,"['0144-0357', '1743-9426']",446144,669,Unknown
6220853839,"['1530-9312', '0891-2017']",439374,673,True
6220881208,"['1528-3577', '1528-3585']",442124,640,Unknown
62301229845,"['0032-2970', '2330-0841']",450990,151,Unknown
62301255476,"['1936-9824', '1936-9816']",475237,83,Unknown
62301308602,"['1552-6828', '1097-184X']",444755,754,Unknown
62301329105,"['1552-4574', '1050-6519']",442522,687,Unknown
62301350493,['0037-6752'],446969,764,Unknown
62301390581,"['1949-4270', '1949-4289']",499243,82,Unknown
62301732410,['2326-2176'],443993,80,Unknown
6502192352,['1540-7942'],443993,117,Unknown
62301895958,['1947-4261'],444237,149,Unknown
62301896067,"['1947-4628', '1947-461X']",484893,199,Unknown
62301940997,['2327-6436'],438077,29,Unknown
62502099338,['0095-5809'],438077,43,Unknown
62301997420,"['2473-8433', '2473-8441']",500417,41,Unknown
62302064559,"['2332-8908', '2332-8894']",485452,119,True
62302134707,"['0148-9267', '1531-5169']",439400,922,Unknown
62302145300,"['1867-1756', '1867-1748']",489710,361,Unknown
62302164051,"['2165-8684', '2165-8692']",499599,118,Unknown
62302164080,['2165-8714'],486559,777,Unknown
6230227142,['1524-2269'],473103,111,Unknown
623025610,"['0040-0599', '2163-5684']",480736,2342,Unknown
623025672,['0040-1625'],447400,6555,Unknown
623025776,['0040-165X'],447402,1060,Unknown
6901331612,['1097-3729'],447402,805,Unknown
62302690047,"['1475-4541', '0364-0094']",437482,639,Unknown
62302778244,['1092-311X'],447736,217,Unknown
623028531,"['1552-7565', '1077-8004']",446261,2207,Unknown
623028632,"['1552-7824', '0092-0703']",343304,2116,Unknown
6230295349,['1543-0383'],342735,267,Unknown
6230295441,['1543-0391'],449252,80,Unknown
6230302687,"['1759-7331', '1759-7323']",476169,355,True
62303038946,"['2327-9486', '0270-8647']",482130,755,Unknown
62303079073,"['1359-6748', '1747-5112']",341158,701,Unknown
623032175,"['1558-0792', '1053-5888']",441379,2015,Unknown
623032181,['1053-8100'],342075,2956,Unknown
62303296764,['1555-9998'],485834,31,True
623034055,"['0034-6705', '1748-6858']",446496,1910,Unknown
6230347320,"['1533-8290', '0002-1482']",437457,477,Unknown
623035228,"['1939-2117', '0022-006X']",340992,7194,Unknown
623035271,"['0735-7036', '1939-2087']",442650,1814,Unknown
623035277,"['0022-0167', '1939-2168']",442713,4594,Unknown
623035324,"['1939-2222', '0096-3445']",442907,2526,Unknown
623044631,"['0037-9808', '2150-5926']",443991,1371,Unknown
623054690,"['0002-953X', '1535-7228']",341881,24863,Unknown
623054829,"['1939-8298', '0002-9556']",437606,6052,Unknown
623055957,"['0002-7189', '1477-4585']",340629,1640,Unknown
623059323,"['1755-165X', '1079-3453']",451405,332,Unknown
6230603698,['1559-1786'],483251,85,Unknown
6601061035,['1085-4908'],483251,31,Unknown
623062916,"['1092-4388', '1558-9102']",443779,5939,Unknown
6230667069,"['0146-1109', '2327-4271']",483958,191,Unknown
62401036341,"['2372-191X', '2372-1901']",500416,106,Unknown
624011137,"['0894-9867', '1573-6598']",341141,2812,Unknown
62401115719,"['1540-3084', '1940-5103']",483234,185,Unknown
624011252,"['1543-2904', '0895-2779']",443783,1260,Unknown
624011318,"['1573-0441', '0895-562X']",343182,1036,Unknown
62401225704,"['1520-6653', '1094-9968']",443137,654,Unknown
62401333576,"['0094-0798', '1533-8592']",445458,399,Unknown
624014252,"['1537-260X', '1944-9585']",436166,1179,Unknown
624014263,"['1537-4416', '1537-4424']",442591,1788,Unknown
62401509013,"['2574-1314', '2574-1306']",498985,70,True
62401757721,['1946-0538'],475415,48,Unknown
62401814425,"['0040-5736', '2044-2556']",447725,867,Unknown
624018696,"['0591-2385', '1467-9744']",448353,2228,Unknown
62401932393,['2328-1308'],480638,83,True
624020515,"['0149-2063', '1557-1211']",443241,2391,Unknown
62402171082,"['1942-4558', '2578-2185']",499565,119,Unknown
6240251588,"['2194-6051', '2152-2820']",485061,230,Unknown
624026035,"['0741-7136', '1552-3047']",343654,845,Unknown
624026074,"['0093-8548', '1552-3594']",439555,2210,Unknown
62402615286,"['2374-7552', '2374-7560']",501943,44,Unknown
624028719,"['1531-4715', '1054-2043']",447529,1572,Unknown
62402938,"['0270-3149', '1541-0315']",448163,1157,Unknown
624030047,"['2211-4866', '0034-673X']",446500,1211,Unknown
62403017646,"['1548-7180', '1085-7052', '1935-4940', '1935-4932']",471355,924,Unknown
624031763,"['1932-0183', '2194-6094']",475206,184,Unknown
62403288049,"['1556-1623', '1556-1631']",470890,318,Unknown
624035874,"['1098-2337', '0096-140X']",341323,1989,Unknown
624037937,"['1948-5077', '0271-9274']",451665,152,Unknown
624039363,"['0887-5367', '1527-2001']",441299,2092,Unknown
624039389,"['0887-6177', '1873-5843']",438035,3447,Unknown
624039420,['0887-6185'],342261,2576,Unknown
6240408707,['0739-098X'],481004,288,Unknown
62404149,"['2152-2723', '2152-2715']",478461,1568,Unknown
624049286,"['0145-2096', '1467-7709']",343456,1277,Unknown
624049375,"['0145-5532', '1527-8034']",447012,1731,Unknown
624049444,"['0145-6008', '1530-0277']",437499,10222,Unknown
624051639,['0261-3794'],343300,2518,Unknown
62405552,"['1050-8392', '1532-7795']",443691,1390,Unknown
6240579950,"['1527-9383', '0891-625X']",443778,622,Unknown
6240586463,['1558-9595'],451593,375,Unknown
6240681611,['2168-9105'],485959,323,Unknown
62407128,"['1520-6548', '0883-6353']",440881,1416,Unknown
6240760030,"['1075-7163', '2152-7792']",482779,259,Unknown
62408572,"['0010-4124', '1945-8517']",439320,1083,Unknown
624096207,"['1552-3993', '1059-6011']",441017,864,Unknown
62501107075,"['1531-0485', '1553-3786']",483227,209,Unknown
6250116379,"['1531-4812', '0961-1215']",444380,411,Unknown
62501256128,"['1943-5894', '1079-8986']",438722,567,Unknown
62501263518,"['2166-2932', '2150-0428']",499617,47,Unknown
62501307755,['1053-8364'],449306,387,Unknown
62501363155,"['0022-2909', '1941-7497']",443370,627,Unknown
62501399283,"['1558-5468', '1558-6073']",477714,232,Unknown
625014029,"['1537-5927', '1541-0986']",445682,1586,Unknown
62501471363,['1530-7190'],448044,297,Unknown
62501475613,"['1076-898X', '1939-2192']",442906,775,Unknown
62501525526,['2574-2329'],498782,29,Unknown
62501581643,"['1878-5328', '1878-5301']",499570,17,Unknown
62501694333,"['1758-9584', '1758-9576']",493905,59,True
62501937790,"['2158-8708', '2159-242X']",493591,93,True
62501937823,"['2159-2411', '2158-8724']",483804,37,True
62502017619,"['2330-1392', '2572-7184']",494199,77,Unknown
625022925,"['1469-1817', '0142-7164']",437941,1573,Unknown
625022947,"['1740-2344', '0142-7237']",440673,1064,Unknown
62502383616,['2165-0659'],480902,67,Unknown
625025821,"['0963-9470', '1461-7293']",444289,763,Unknown
62502766900,"['1543-3951', '1755-6333']",481325,308,Unknown
62502766939,['1543-4044'],498784,115,Unknown
62502799856,['0094-5323'],342722,291,Unknown
62502862531,"['1933-6985', '2405-478X']",486514,64,Unknown
625031439,"['0161-8105', '1550-9109']",343260,7126,Unknown
625031497,"['0161-7761', '1548-1492']",437859,1258,Unknown
6250328253,"['1471-6437', '0265-0525']",447005,862,Unknown
62503756,"['0273-5024', '1543-2769']",443833,1347,Unknown
625038800,['1526-0569'],440341,174,Unknown
625040566,"['0023-8333', '1467-9922']",339957,1781,Unknown
6250427227,"['0883-7066', '1099-1727']",339998,651,Unknown
6250435417,"['1067-8344', '0278-6656']",439115,401,Unknown
6250440844,"['2333-9934', '0095-280X']",499596,158,Unknown
6250501466,"['1548-1395', '1055-1360']",471023,601,Unknown
625055935,"['2041-6962', '0038-4283']",447678,1493,Unknown
62506330,"['0883-8151', '1550-6878']",442517,1392,Unknown
62506332,['0883-9026'],442526,1383,Unknown
6250736631,"['1053-0819', '1573-3513']",442482,798,Unknown
6250769858,"['1557-783X', '1075-8216']",446031,847,Unknown
62507979,"['0031-921X', '1943-4928']",445818,6010,Unknown
62509530,['0160-2896'],342490,2092,Unknown
62509666,['1090-5138'],440539,1373,Unknown
62509676,['1090-7009'],446485,1049,Unknown
6250996744,"['1533-8541', '0734-8584']",446641,490,Unknown
6260116965,"['0162-3532', '2162-9501']",442312,884,Unknown
62601310336,"['1532-7973', '0835-1813']",446442,666,Unknown
62601616911,"['0026-4326', '1094-348X']",444847,731,Unknown
6260188967,['1536-0172'],445229,155,Unknown
62601970061,"['2693-3411', '0886-3865']",451785,8,Unknown
626019860,"['1936-2706', '1081-3004']",442337,1319,Unknown
626019934,"['1556-6935', '1040-9289']",475734,1465,Unknown
626021099,"['2168-376X', '0731-9487']",444359,1261,Unknown
626021201,"['1935-0236', '0034-4338']",446395,1157,Unknown
62602154917,['0028-6087'],445187,698,Unknown
6702193411,['1080-661X'],445187,852,Unknown
62602207725,"['1043-4070', '1535-3605']",443931,306,Unknown
626024331,"['1533-8576', '0272-3433']",446225,1029,Unknown
626024337,"['0272-4316', '1552-5449']",339925,1361,Unknown
62602449014,"['1558-5255', '0067-2378']",449211,570,Unknown
6260253138,['2694-2003'],502010,29,Unknown
626025700,['1359-1789'],437449,1575,Unknown
62602647885,['2304-1366'],484735,26,Unknown
62602676340,"['1533-6077', '1758-2237']",478887,596,Unknown
62602676424,['1533-6263'],446936,686,Unknown
6260271339,"['2152-5188', '2156-6240']",490457,102,Unknown
62602804427,"['1543-4303', '1543-4311']",490768,483,Unknown
62602804524,"['1543-4508', '1543-4494']",444354,705,Unknown
62603051679,"['1945-7782', '1945-7790']",475960,578,Unknown
626030860,['0149-7634'],340462,5369,Unknown
62603163987,"['1547-7304', '0141-1896']",443372,319,Unknown
6260317999,"['1933-2890', '1933-2882']",485458,53,True
626033790,"['1546-072X', '0009-837X']",341240,1998,Unknown
626035012,"['0275-0740', '1552-3357']",437633,1208,Unknown
626035189,"['1552-5414', '0891-2416']",442696,968,Unknown
626036512,"['1552-3020', '0886-1099']",437414,1189,Unknown
626036549,"['0300-9483', '1502-3885']",341032,2229,Unknown
626038220,"['1098-108X', '0276-3478']",342475,4621,Unknown
626039863,"['0036-0341', '1467-9434']",446725,1293,Unknown
626039963,"['1074-0708', '2056-7405']",450568,2307,True
626040065,['1074-7427'],445121,3043,Unknown
626041703,"['1539-297X', '0014-1704']",440357,2715,Unknown
626043177,"['0162-2439', '1552-8251']",446802,1389,Unknown
626047374,"['1470-1545', '0272-2631']",447277,1318,Unknown
626051136,['0097-8507'],444282,2450,Unknown
6701748573,['1535-0665'],444282,998,Unknown
626051259,"['0097-9740', '1545-6943']",446939,2173,Unknown
626055737,"['2330-1643', '2330-1635']",484120,1496,Unknown
6260566254,['1931-1427'],482442,229,Unknown
626057009,"['1532-6950', '0163-853X']",439918,1246,Unknown
626057034,"['0163-9625', '1521-0456']",439863,1723,Unknown
626057038,"['0164-0275', '1552-7573']",446440,1380,Unknown
626057096,"['2161-430X', '1077-6990']",444133,1321,Unknown
626057199,"['0001-8392', '1930-3815']",437285,2458,Unknown
6260593291,"['2161-4318', '1040-9483']",451872,46,Unknown
6260632205,"['0021-969X', '2040-4867']",442582,875,Unknown
6260658868,"['1573-0476', '0895-5646']",443695,884,Unknown
6260659156,"['1554-4788', '1554-477X']",470684,541,Unknown
6260701815,['2767-6951'],503865,19,Unknown
626076577,['0885-2006'],440008,1844,Unknown
626077656,"['1939-862X', '0092-055X']",447388,1856,Unknown
626077770,['0092-6566'],443687,2827,Unknown
6260796846,"['1943-3557', '1537-7814']",484108,536,Unknown
628024072,"['2329-4892', '2329-4884']",481306,331,Unknown
628024122,"['2329-4922', '2329-4906']",488484,213,Unknown
629010414,"['1934-8916', '1934-8908']",483471,10,Unknown
629030573,"['1557-203X', '1557-2021']",478636,242,Unknown
629031771,"['1557-2285', '1557-2293']",474841,251,Unknown
629039042,"['1076-8998', '1939-1307']",443445,920,Unknown
6301040615,['1521-4281'],444577,78,Unknown
6802167459,['1536-1802'],444577,60,Unknown
6301152052,"['1940-1639', '2194-587X']",484994,540,Unknown
6301152185,"['2152-2812', '2194-5888']",483581,259,Unknown
6301172774,"['2328-9260', '2328-9252']",484175,492,Unknown
63011890,"['0021-9185', '1573-3432', '0162-3257']",442470,7104,Unknown
6301219,"['1747-7379', '0197-9183']",447584,3150,Unknown
6301303716,['0360-9049'],441100,6,Unknown
6301358,"['0091-0562', '1573-2770']",341687,2766,Unknown
6301367,"['0091-0627', '1573-2835']",435268,3093,Unknown
6301480031,"['1552-7808', '1028-3153']",443804,679,Unknown
63017463,"['1098-2302', '0012-1630']",341185,3605,Unknown
63018819,"['1938-3703', '0021-8855']",442406,3702,Unknown
6302121421,['1543-7809'],447597,188,Unknown
6701416821,['0021-8510'],447597,925,Unknown
6302169024,"['2588-8099', '2165-9214']",480937,58,Unknown
6302210892,['1080-6504'],438066,319,Unknown
6302474772,"['2158-0510', '2158-0529']",495012,154,True
6302474981,['2158-1681'],481893,158,Unknown
6302519367,"['1532-690X', '0737-0008']",439219,577,Unknown
63028584,"['0193-841X', '1552-3926']",440530,1319,Unknown
6302858465,"['1540-5826', '0938-8982']",444358,523,Unknown
63028625,"['1552-4167', '0145-4455']",438350,1650,Unknown
6303012360,['1542-4308'],445461,155,True
63031353,"['0018-9359', '1557-9638']",441407,3117,Unknown
63032662,['0890-4065'],442356,1247,Unknown
63033808,"['0031-4005', '1098-4275']",340879,34283,Unknown
6303750151,['0019-0365'],442086,767,Unknown
6303753404,['0022-4359'],342305,984,Unknown
6303762233,"['1063-4266', '1538-4799']",442828,670,Unknown
6303880236,['2169-0251'],487869,1,Unknown
6702798342,['2169-0235'],487869,39,Unknown
63039157,"['1532-6942', '8756-5641']",340562,1382,Unknown
63039159,"['8756-6222', '1465-7341']",341878,892,Unknown
63040533,"['1385-4046', '1744-4144']",439172,1906,Unknown
63041782,"['1526-5501', '0025-1909']",444535,9382,Unknown
63051864,"['1542-4774', '1542-4766']",433674,1258,Unknown
63052993,"['0022-166X', '1548-8004']",443071,2327,Unknown
630552501,"['1931-2458', '1931-2466']",499249,272,Unknown
6305610,"['0033-362X', '1537-5331']",446228,3914,Unknown
630598112,"['0891-9356', '1067-8352']",445230,599,Unknown
63062928,"['1552-4590', '1069-0727']",442541,1051,Unknown
630737112,"['0277-2426', '1553-2704']",468645,477,Unknown
630774789,"['1940-3046', '0742-4248']",451813,161,Unknown
630782609,"['1074-9039', '1532-7884']",444851,762,Unknown
630794564,"['1754-6087', '1546-007X']",483241,246,Unknown
632029972,"['1527-196X', '0161-0775']",447712,356,Unknown
634011732,"['1934-9688', '1934-9696']",478120,178,Unknown
634011786,['1935-0201'],447531,201,Unknown
634011849,['1935-021X'],440335,98,Unknown
634011912,['1935-0228'],441106,68,Unknown
637012074,['1935-0252'],439456,51,Unknown
639042768,"['0891-3811', '1933-8007']",439581,887,Unknown
639044019,"['1470-5427', '1475-3014']",443002,270,Unknown
6401127531,"['2329-9460', '2329-9037']",480823,313,True
6401162,"['0091-2131', '1548-1352']",440373,1152,Unknown
6401167776,"['1542-3050', '2167-776X']",483546,544,Unknown
6401179479,"['2329-0056', '2329-0048']",490434,86,Unknown
64014051,"['1545-5882', '0145-9740']",444703,1128,Unknown
6401633298,['0030-7580'],498825,150,Unknown
6401710599,['1091-0239'],477325,38,Unknown
640174811,"['1535-5314', '2375-2122']",488869,17,Unknown
6401856363,"['1743-9779', '1743-9760']",470023,999,Unknown
64018585,"['1759-0949', '0012-2173']",439879,2050,Unknown
6401871365,"['2168-0604', '2155-7888']",500397,44,Unknown
640199145,"['1046-4964', '1552-8278']",446979,947,Unknown
6402225561,['1080-6520'],439446,441,Unknown
6402428631,['1549-9502'],483243,132,Unknown
6402486806,['2158-2025'],504020,12,True
6402529871,"['2576-649X', '0737-0555']",500410,27,Unknown
6402529890,['2642-2344'],502009,39,Unknown
6402694,"['1559-8519', '0022-4499']",340714,2752,Unknown
64027491,"['0146-7239', '1573-6644']",340802,1532,Unknown
6402851,"['1540-4560', '0022-4537']",443742,3285,Unknown
64028805,"['1081-1826', '1558-3708']",447272,642,Unknown
64028936,"['1552-3977', '0891-2432']",430583,1408,Unknown
6402911,"['1940-1183', '0022-4545']",342714,6372,Unknown
64030098,"['0163-2787', '1552-3918']",440527,1314,Unknown
64031617,"['1087-6537', '0197-2243']",343621,1068,Unknown
6403163574,"['1545-6927', '0084-0416']",448149,331,Unknown
64031637,"['1532-4834', '0197-3533']",438345,1381,Unknown
64031694,['0197-3975'],441040,2803,Unknown
6403177717,['2164-0262'],485041,83,Unknown
64034244,"['1468-5906', '0021-8294']",442314,2375,Unknown
64034288,"['1945-2306', '0021-8251']",442311,1574,Unknown
64034409,"['0021-8456', '1475-679X']",442333,2132,Unknown
640347752,"['1532-7108', '1050-8414']",447573,566,Unknown
640347880,"['1050-8619', '1532-7582']",447571,704,Unknown
6403538377,"['1558-5727', '0155-977X']",343423,562,True
64035790,"['1744-6570', '0031-5826']",445666,2668,Unknown
640395580,"['0959-2296', '1557-301X']",439910,760,Unknown
64045949,"['0748-1187', '1091-7683']",439791,2293,Unknown
64046780,"['2576-0998', '1065-223X']",470955,277,Unknown
64050726,"['0048-3931', '1552-7441']",445749,1387,Unknown
64059762,"['0270-1367', '2168-3824']",341835,3027,Unknown
640603409,"['1559-2715', '0013-8339']",440252,63,Unknown
640632899,"['1098-3007', '1538-4772']",443588,569,Unknown
64064663,"['1547-7185', '0022-2429']",443256,5789,Unknown
6407253,"['0896-7148', '1468-4365']",437619,1208,Unknown
640728439,['2161-2234'],483756,361,Unknown
640828000,"['0039-3533', '2154-428X']",447245,172,True
640852476,"['1864-9335', '2151-2590']",471652,519,Unknown
640933081,"['2161-797X', '0002-9319']",447471,594,Unknown
643013730,"['1545-4290', '0084-6570']",342965,982,Unknown
646029753,"['1934-8924', '0748-8491']",478100,402,Unknown
647043470,"['2380-7679', '2380-7687']",499571,21,Unknown
6501109780,"['1082-9636', '1527-8263']",443314,334,Unknown
6501147,"['0091-3367', '1557-7805']",442343,1630,Unknown
6501160331,['2169-5377'],439886,89,Unknown
6501162,"['0091-4150', '1541-3535']",342543,1997,Unknown
6501168225,"['0885-3134', '1557-7813']",449251,423,Unknown
6501270356,"['1548-1379', '0892-8339']",477864,516,Unknown
6501278403,"['1936-8623', '1936-8631']",477853,628,Unknown
6501316383,"['2056-4260', '0841-8209']",438835,546,Unknown
6501471290,"['1527-2052', '0042-5222']",448045,557,Unknown
65015820,"['0008-4239', '1744-9324']",438847,2036,Unknown
6501636481,"['1475-4533', '0040-5574']",447718,658,Unknown
6501799498,['2469-9632'],496781,252,Unknown
6501834420,['2644-0652'],504670,37,True
65018561,['1525-5050'],440307,7973,Unknown
650196202,"['1047-1987', '1476-4989']",416781,792,Unknown
6502152081,"['1749-4192', '0952-0767']",470707,779,Unknown
6502179084,"['2444-8494', '2444-8451']",494656,167,True
6502192388,"['1540-7969', '2169-2408']",478101,514,Unknown
6502214704,"['1558-5816', '0040-5817']",451727,284,True
6502218804,['1080-6555'],447563,351,Unknown
6502244038,"['2159-9793', '2159-9785']",483767,124,Unknown
65022832,['1540-1960'],468904,39,Unknown
6502426003,"['2151-6073', '1536-8742']",476418,87,Unknown
6502436393,['2474-1795'],490497,12,True
65026477,"['0895-9048', '1552-3896']",440095,1207,Unknown
65026605,"['0093-6502', '1552-3810']",439282,1660,Unknown
65027867,"['0892-7936', '1753-0377']",419427,1176,Unknown
65027981,"['1082-3301', '1573-3475', '1573-1707', '0882-3391', '0161-570X', '1058-0476', '0092-4199']",440006,3380,Unknown
65029479,['0899-8256'],342049,3196,Unknown
6503018290,['1940-9079'],445321,79,Unknown
6503018423,"['1940-9419', '1940-9427']",475008,274,Unknown
65030577,"['1540-6245', '0021-8529']",341517,2647,Unknown
65032118,"['1468-2486', '1521-9488']",442125,1495,Unknown
6503458715,"['2325-5080', '1045-6635']",444319,1007,Unknown
6503727280,"['1554-0626', '1554-0634']",471036,241,Unknown
650413671,"['1939-7089', '1548-0518']",485063,670,Unknown
65041951,"['1099-1417', '0267-8179']",341105,2299,Unknown
6504349,"['1526-5498', '1523-4614']",444545,1143,Unknown
65048299,"['1469-8986', '0048-5772']",343412,6107,Unknown
