EP_id,Publications_in_venue,Original Title,Country of Publication,ERIH PLUS Disciplines,disc_count
491347,38,Global Justice: Theory Practice Rhetoric (TPR),United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Philosophy, Political Sciences and International Relations",4
503445,76,International Review of Social Psychology,United Kingdom,"Environmental Studies, Psychology",2
342018,1409,European Sociological Review,United Kingdom,Sociology,1
440098,1089,Educational Psychology in Practice,United Kingdom,Pedagogical & Educational Research,1
494240,68,The European Educational Researcher,United Kingdom,Pedagogical & Educational Research,1
484908,159,"Victoriographies -- A Journal of Nineteenth-Century Writing, 1790-1914",United Kingdom,Literature,1
484188,284,Asian Journal of International Law,United Kingdom,Law,1
451293,232,Explorations in Media Ecology,United Kingdom,"Interdisciplinary research in the Humanities, Media Studies and Communication",2
484653,22,DISKUS. The on-disk journal of international religious studies,United Kingdom,Religious Studies and Theology,1
477589,1232,Perspectives on Psychological Science,"United Kingdom, United States",Psychology,1
440404,947,European Educational Research Journal,United Kingdom,Pedagogical & Educational Research,1
342515,307,Scandinavian Journal of the Old Testament,United Kingdom,Religious Studies and Theology,1
475493,294,Adaptation,United Kingdom,"Film and Theatre Studies, Literature",2
441943,863,International Journal of Music Education,United Kingdom,"Musicology, Pedagogical & Educational Research",2
441684,1705,Interactive Learning Environments,United Kingdom,Pedagogical & Educational Research,1
442891,677,Journal of European Studies,United Kingdom,"Art and Art History, Cultural Studies, Film and Theatre Studies, History, Literature, Philosophy",6
444781,1345,Metaphilosophy,United Kingdom,Philosophy,1
471251,289,Journal of Romance Studies,United Kingdom,Literature,1
471217,554,Journal of Eastern African Studies,United Kingdom,"History, Cultural Studies, Interdisciplinary research in the Social Sciences",3
440424,766,European Journal of Criminology,United Kingdom,"Law, Sociology",2
476110,71,Jazz Research Journal,United Kingdom,Musicology,1
488684,888,International Journal of Digital Earth,United Kingdom,"Environmental Studies, Human Geography and Urban Studies, Science and Technology Studies",3
418687,1588,Philosophical Psychology,United Kingdom,"Philosophy, Psychology",2
441152,1183,Higher Education Quarterly,United Kingdom,Pedagogical & Educational Research,1
449478,467,CALICO journal,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
449478,135,CALICO journal,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
468926,831,Social Neuroscience,United Kingdom,Psychology,1
415725,1010,Journal of Baltic Studies,United Kingdom,History,1
443943,858,Journal of the International Phonetic Association,United Kingdom,Linguistics,1
343382,953,Work & Stress,United Kingdom,Psychology,1
477708,851,Itinerario: International Journal on the History of European Expansion and Global Interaction,United Kingdom,History,1
491570,46,Journal of the European Second Language Association,United Kingdom,Linguistics,1
474913,155,International Journal of Iberian Studies,United Kingdom,"Cultural Studies, History, Literature, Media Studies and Communication, Political Sciences and International Relations",5
483216,473,Nineteenth-Century Music Review,United Kingdom,Musicology,1
444302,983,Language Testing,United Kingdom,"Pedagogical & Educational Research, Linguistics",2
437528,821,Ambix,United Kingdom,History & Philosophy of Science,1
438174,1915,Assessment & Evaluation in Higher Education,United Kingdom,"Pedagogical & Educational Research, Psychology",2
486899,39,Journal of Illustration,United Kingdom,Art and Art History,1
440255,1156,English Today,United Kingdom,Linguistics,1
341399,1428,International Small Business Journal,United Kingdom,"Business and Management, Economics",2
442667,1636,Journal of Computer Assisted Learning,United Kingdom,"Psychology, Pedagogical & Educational Research",2
475881,2322,Health Education Journal,United Kingdom,Pedagogical & Educational Research,1
339733,2631,Studies in Higher Education,United Kingdom,Pedagogical & Educational Research,1
435330,8213,Medical Education,United Kingdom,Pedagogical & Educational Research,1
479816,229,International Review of Sport and Exercise Psychology,United Kingdom,"Psychology, Interdisciplinary research in the Social Sciences",2
439029,3030,"Child: Care, Health and Development",United Kingdom,Psychology,1
444356,2170,Learning and Individual Differences,United Kingdom,"Psychology, Pedagogical & Educational Research",2
446041,1365,Proceedings of the Aristotelian Society,United Kingdom,Philosophy,1
442721,2418,Journal of criminal justice,United Kingdom,Sociology,1
339711,1415,Journal of Contemporary Asia,United Kingdom,History,1
487085,689,The Bible Translator,United Kingdom,"Linguistics, Religious Studies and Theology",2
342828,2937,European Journal of Social Psychology,United Kingdom,Psychology,1
446213,4499,Psycho-Oncology,United Kingdom,Psychology,1
438664,3009,The British Journal of Social Work,United Kingdom,Sociology,1
341890,1928,Journal of Multilingual and Multicultural Development (JMMD),United Kingdom,"Pedagogical & Educational Research, Linguistics",2
447297,1025,Supply chain management,United Kingdom,"Business and Management, Economics",2
442267,1676,JARID: Journal of applied research in intellectual disabilities,United Kingdom,Psychology,1
471721,529,"Journal of Elections, Public Opinion and Parties",United Kingdom,"Political Sciences and International Relations, Sociology",2
441886,1763,International Journal of Inclusive Education,United Kingdom,Pedagogical & Educational Research,1
340665,1248,Journal of Reproductive and Infant Psychology,United Kingdom,Psychology,1
442921,1267,Journal of Family Therapy,United Kingdom,Psychology,1
451762,204,Translation and Literature,United Kingdom,Literature,1
448086,363,War in History,United Kingdom,History,1
439232,454,Cold War History,United Kingdom,History,1
442081,2167,International migration,United Kingdom,Demography,1
470349,474,Foreign Policy Analysis,United Kingdom,Political Sciences and International Relations,1
447099,699,South European Society & Politics,United Kingdom,"History, Political Sciences and International Relations, Sociology",3
468910,341,Studies in World Christianity,United Kingdom,Religious Studies and Theology,1
483075,345,Romanticism,United Kingdom,Literature,1
442700,761,Journal of Contemporary Religion,United Kingdom,Religious Studies and Theology,1
480879,68,"Film, Fashion & Consumption",United Kingdom,"Cultural Studies, Film and Theatre Studies, Interdisciplinary research in the Humanities, Media Studies and Communication, Sociology",5
487014,47,Scene,United Kingdom,"Cultural Studies, Film and Theatre Studies, Interdisciplinary research in the Social Sciences",3
440403,1600,European Eating Disorders Review,United Kingdom,Psychology,1
438649,1280,British Journal of Health Psychology,United Kingdom,Psychology,1
412068,2398,Behaviour and Information Technology,United Kingdom,Psychology,1
439101,1147,Citizenship Studies,United Kingdom,"History, Law, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies",5
444301,1038,Language Teaching Research,United Kingdom,Linguistics,1
491191,58,Transactions of the International Society for Music Information Retrieval,,"Classical Studies, Library and Information Science, Musicology",3
498870,56,Journal of Capital Markets Studies,United Kingdom,"Business and Management, Economics, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",4
499808,224,The Journal of Cognition,United Kingdom,"Social Statistics and Informatics, Interdisciplinary research in the Humanities",2
475147,549,"Communication, Culture & Critique (CCC)",United Kingdom,"Cultural Studies, Media Studies and Communication",2
488771,142,International Journal of Christianity & Education,United Kingdom,Religious Studies and Theology,1
489615,189,Business and Human Rights Journal,United Kingdom,"Business and Management, Law, Interdisciplinary research in the Social Sciences",3
490255,74,Journal of Interdisciplinary Voice Studies (JIVS),United Kingdom,"Anthropology, Art and Art History, Classical Studies, Gender Studies, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Linguistics, Literature, Musicology, Pedagogical & Educational Research, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Humanities",16
499209,57,"Drawing: Research, Theory, Practice",United Kingdom,Art and Art History,1
440012,1001,Early Music,United Kingdom,Musicology,1
446832,705,Second Language Research,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
480785,118,Journal of World Languages,United Kingdom,"Linguistics, Literature",2
442794,1394,Journal of Education for Teaching,United Kingdom,Pedagogical & Educational Research,1
436183,1394,Archives of Natural History,United Kingdom,History & Philosophy of Science,1
441578,1000,Infant and Child Development,United Kingdom,"Pedagogical & Educational Research, Psychology",2
470351,311,Sociolinguistic Studies,United Kingdom,Linguistics,1
439031,837,Child Language Teaching and Therapy,United Kingdom,Linguistics,1
484158,153,Journal of Contemporary Archaeology,United Kingdom,"Anthropology, Archaeology, Cultural Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities",5
442191,1508,Interdisciplinary Science Reviews,United Kingdom,"Philosophy, History & Philosophy of Science",2
444005,1679,Journal of Theological Studies,United Kingdom,Religious Studies and Theology,1
445595,407,"Parenting, science and practice",United Kingdom,"Pedagogical & Educational Research, Psychology",2
483583,227,Journal of Poverty and Social Justice,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
443678,714,Journal of Religious Ethics,United Kingdom,Religious Studies and Theology,1
443259,2096,Journal of Marketing Management,United Kingdom,Business and Management,1
474488,219,Architectural Theory Review,United Kingdom,Art and Art History,1
341157,2399,Journal of International Business Studies,United Kingdom,"Business and Management, Economics",2
476528,334,Language and Cognition,United Kingdom,Linguistics,1
439637,404,Cultural and social history,United Kingdom,History,1
441875,2249,International Journal of Human-Computer Studies,United Kingdom,"Linguistics, Psychology",2
340246,720,"Social Politics: International Studies in Gender, State and Society",United Kingdom,Gender Studies,1
440454,2858,European Journal of Marketing,United Kingdom,Business and Management,1
447869,598,Translator,United Kingdom,Linguistics,1
449234,1470,International Journal of Advertising: the review of marketing communications,United Kingdom,Business and Management,1
442077,1114,International Marketing Review,United Kingdom,"Business and Management, Economics",2
446271,655,Quality in Higher Education,United Kingdom,Pedagogical & Educational Research,1
341000,884,Feminist Economics,United Kingdom,Gender Studies,1
443339,770,Journal of Modern Italian Studies,United Kingdom,Literature,1
476483,428,Parliamentary History,United Kingdom,History,1
443443,1093,Journal of Occupational and Organizational Psychology,United Kingdom,Psychology,1
446232,1396,Public Understanding of Science,United Kingdom,History & Philosophy of Science,1
439662,1941,Current Directions in Psychological Science,United Kingdom,Psychology,1
475085,159,Postscripts: The Journal of Sacred Texts and Contemporary Worlds,United Kingdom,"History, Religious Studies and Theology",2
441913,525,International Journal of Management Reviews,United Kingdom,Psychology,1
341321,254,Acta Archaeologica,United Kingdom,Archaeology,1
447981,929,Urban History,United Kingdom,"Art and Art History, History",2
438665,2787,British Journal of Sociology,United Kingdom,"Political Sciences and International Relations, Sociology",2
445035,568,National Identities,United Kingdom,History,1
340610,5247,Perception,United Kingdom,Psychology,1
485031,361,"Theatre, Dance and Performance Training",United Kingdom,"Film and Theatre Studies, Pedagogical & Educational Research",2
442170,736,Irish Historical Studies (IHS),United Kingdom,History,1
436186,452,Journal of Applied Logic,United Kingdom,Philosophy,1
481470,89,Ancient Asia,United Kingdom,Archaeology,1
484189,230,Asian Journal of Law and Society,United Kingdom,Law,1
443625,3687,Journal of Psychopharmacology,United Kingdom,Psychology,1
468971,325,Journal of Qur'anic Studies,United Kingdom,Religious Studies and Theology,1
445734,2275,The Philosophical Quarterly,United Kingdom,Philosophy,1
412562,433,History and Philosophy of the Life Sciences,United Kingdom,"Philosophy, History & Philosophy of Science",2
443466,2302,Journal of Organizational Behavior,United Kingdom,Psychology,1
342842,570,Thinking and Reasoning,United Kingdom,Psychology,1
443257,750,Journal of Marketing Communications,United Kingdom,"Media Studies and Communication, Business and Management",2
445649,1780,Performance Research: A Journal of the Performing Arts,United Kingdom,Musicology,1
425409,667,Comparative European Politics,United Kingdom,Political Sciences and International Relations,1
438277,679,Australian Journal of Linguistics,United Kingdom,Linguistics,1
340223,2967,Journal of Behavior Therapy and Experimental Psychiatry,United Kingdom,Psychology,1
437881,1125,"Anxiety, Stress, & Coping",United Kingdom,Psychology,1
442740,917,Journal of Deaf Studies and Deaf Education,United Kingdom,"Pedagogical & Educational Research, Linguistics",2
438629,443,British Actuarial Journal,United Kingdom,Business and Management,1
476569,506,New Perspectives on Turkey,United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
444994,1144,Music & Letters,United Kingdom,Musicology,1
447632,1293,The Muslim world,United Kingdom,Religious Studies and Theology,1
446385,634,"Religion, State and Society",United Kingdom,Religious Studies and Theology,1
443699,1747,Journal of Roman Studies,United Kingdom,"History, Classical Studies, Archaeology",3
443480,835,Journal of Pacific History,United Kingdom,History,1
484941,263,Papers from the Institute of Archaeology,United Kingdom,Archaeology,1
340138,1074,The European Legacy,United Kingdom,"Cultural Studies, Interdisciplinary research in the Humanities",2
447348,290,Syntax,United Kingdom,Linguistics,1
440025,418,East European Jewish Affairs,United Kingdom,History,1
342528,3209,Journal of Development Studies,United Kingdom,Interdisciplinary research in the Social Sciences,1
442058,2480,International Journal of Urban and Regional Research,United Kingdom,"Political Sciences and International Relations, Human Geography and Urban Studies",2
342134,2673,Progress in Human Geography,United Kingdom,"Demography, Environmental Studies",2
447874,1252,Transport reviews,United Kingdom,Political Sciences and International Relations,1
481596,344,Journal of Christian Education,United Kingdom,Religious Studies and Theology,1
440097,1851,Educational Psychology,United Kingdom,Pedagogical & Educational Research,1
441958,2006,International Journal of Operations & Production Management,United Kingdom,Business and Management,1
494114,130,European Journal of Politics and Gender,United Kingdom,"Gender Studies, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",3
477013,926,Representation,United Kingdom,Political Sciences and International Relations,1
340867,810,Environment and Development Economics,United Kingdom,"Economics, Environmental Studies",2
445475,670,Organised Sound,United Kingdom,Musicology,1
447449,486,Textile History,United Kingdom,"History, Art and Art History",2
440621,1650,Feminist Review,United Kingdom,Gender Studies,1
340584,3311,Ethnic and Racial Studies,United Kingdom,Anthropology,1
445757,586,Phonology,United Kingdom,Linguistics,1
447384,903,Teaching Education,United Kingdom,Pedagogical & Educational Research,1
440000,572,Dyslexia,United Kingdom,"Psychology, Pedagogical & Educational Research",2
478842,205,Family & Community History,United Kingdom,History,1
476949,277,Journal of Accounting in Emerging Economies,United Kingdom,Business and Management,1
440047,1144,Econometric Reviews,United Kingdom,"Business and Management, Economics, Social Statistics and Informatics",3
471149,521,Qualitative Research in Psychology,United Kingdom,Psychology,1
479581,160,Punk & Post-Punk,United Kingdom,"Cultural Studies, Interdisciplinary research in the Social Sciences, Musicology",3
471803,401,Journal for Eighteenth-Century Studies,United Kingdom,Literature,1
476815,805,Emotion Review,United Kingdom,Psychology,1
481816,104,Studia Hibernica,United Kingdom,History,1
413494,2726,Applied Cognitive Psychology,United Kingdom,Psychology,1
445520,220,Oxford German studies,United Kingdom,Literature,1
447847,816,Transactions of the Philological Society,United Kingdom,Linguistics,1
483608,121,The Comics Grid: Journal of Comics Scholarship,United Kingdom,"Art and Art History, Cultural Studies, Gender Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Media Studies and Communication, Philosophy",9
484932,203,Archaeology International,United Kingdom,"Anthropology, Archaeology",2
490335,36,Journal of Contemporary Painting,United Kingdom,Art and Art History,1
444350,1490,Leadership & Organization Development Journal,United Kingdom,Psychology,1
342534,3603,International Affairs,United Kingdom,Political Sciences and International Relations,1
441700,2587,International and Comparative Law Quarterly,United Kingdom,Law,1
494119,156,Theoretical Roman Archaeology Journal,United Kingdom,"Archaeology, Interdisciplinary research in the Humanities",2
342838,3736,Current Opinion in Neurobiology,United Kingdom,Psychology,1
441807,2312,International Journal of Contemporary Hospitality Management,United Kingdom,"Business and Management, Human Geography and Urban Studies",2
340025,3389,British Food Journal,United Kingdom,Business and Management,1
438637,2437,British Journal for the Philosophy of Science,United Kingdom,"Philosophy, History & Philosophy of Science",2
438636,1285,British Journal for the History of Science,United Kingdom,History & Philosophy of Science,1
445739,2325,Philosophy,United Kingdom,Philosophy,1
342781,1059,New Political Economy,United Kingdom,Business and Management,1
439024,1499,Child & Family Social Work,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
342812,11000,Acta Psychiatrica Scandinavica,United Kingdom,Psychology,1
473468,372,Migration Letters,United Kingdom,"Anthropology, Gender Studies, Cultural Studies, Demography, Economics, Law, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Psychology, Interdisciplinary research in the Social Sciences",11
445416,914,"Open Learning: The Journal of Open, Distance and e-Learning",United Kingdom,Pedagogical & Educational Research,1
340888,726,Islam and Christian-Muslim Relations,United Kingdom,Religious Studies and Theology,1
444136,1581,Journalism Studies,United Kingdom,Media Studies and Communication,1
443080,348,Journal of Iberian & Latin American Studies,United Kingdom,Literature,1
486042,1129,Journal of the History of Economic Thought (JHET),"United Kingdom, United States","Economics, History",2
445671,957,Perspectives: Studies in Translation Theory and Practice,United Kingdom,Linguistics,1
340413,2306,"Media, Culture and Society",United Kingdom,"Media Studies and Communication, Political Sciences and International Relations, Sociology",3
341159,8438,Psychological Medicine,United Kingdom,Psychology,1
437277,1171,Addiction Research and Theory,United Kingdom,Psychology,1
434331,1849,"Sport in Society: Cultures, Commerce, Media, Politics",United Kingdom,"Cultural Studies, Media Studies and Communication, Interdisciplinary research in the Social Sciences",3
343192,1590,Government and Opposition,United Kingdom,Political Sciences and International Relations,1
441212,889,History of Science,United Kingdom,"History & Philosophy of Science, History",2
341434,1731,The Journal of Modern African Studies,United Kingdom,"Economics, Political Sciences and International Relations",2
437666,3263,Analysis,United Kingdom,"History & Philosophy of Science, Philosophy",2
439940,948,Distance Education,United Kingdom,Pedagogical & Educational Research,1
476369,514,Internet Archaeology,United Kingdom,Archaeology,1
442040,996,International Journal of Technology and Design Education,United Kingdom,Pedagogical & Educational Research,1
343368,2389,Human Psychopharmacology: Clinical and Experimental,United Kingdom,Psychology,1
426353,1453,The Journal of Ecclesiastical History,United Kingdom,"Religious Studies and Theology, History",2
447757,907,Third Text,United Kingdom,"Art and Art History, Literature",2
440251,666,English Literary Renaissance (ELR),United Kingdom,Literature,1
445724,555,Philosophia Mathematica,United Kingdom,"Philosophy, History & Philosophy of Science",2
444996,728,Music Education Research,United Kingdom,"Pedagogical & Educational Research, Musicology",2
468704,644,Environmental Archaeology,United Kingdom,Archaeology,1
447717,786,Theatre research international,United Kingdom,"Film and Theatre Studies, Literature",2
469801,483,International Journal of Continuing Engineering Education and Life-Long Learning,United Kingdom,Pedagogical & Educational Research,1
340024,1100,European Journal of Teacher Education,United Kingdom,Pedagogical & Educational Research,1
342578,2503,Journal of the International Neuropsychological Society,United Kingdom,Psychology,1
340461,3740,Family Practice,United Kingdom,Psychology,1
483076,1361,Journal of the Royal Asiatic Society,United Kingdom,Linguistics,1
341871,1807,The Review of Income and Wealth,United Kingdom,Economics,1
447385,1604,Teaching in Higher Education,United Kingdom,"Pedagogical & Educational Research, Psychology",2
447724,323,Theology and Science,United Kingdom,Religious Studies and Theology,1
475060,422,The Senses & Society,United Kingdom,Art and Art History,1
447379,1091,Teachers and Teaching: theory and practice,United Kingdom,Pedagogical & Educational Research,1
438651,1074,British Journal of Learning Disabilities,United Kingdom,"Psychology, Pedagogical & Educational Research",2
447037,3309,Sociological Review,United Kingdom,Political Sciences and International Relations,1
416429,3035,Sociology,United Kingdom,Sociology,1
476737,87,Empedocles: European Journal for the Philosophy of Communication,United Kingdom,"Media Studies and Communication, Philosophy",2
438802,248,Cambridge quarterly,United Kingdom,Literature,1
487025,267,Studies in Australasian Cinema,United Kingdom,"Cultural Studies, Film and Theatre Studies",2
485584,533,Australasian Journal of Special Education,United Kingdom,"Pedagogical & Educational Research, Sociology",2
438721,311,Bulletin of Spanish Studies,United Kingdom,Literature,1
442318,175,Journal for the Study of the Pseudepigrapha,United Kingdom,Religious Studies and Theology,1
479807,491,Political Science Research and Methods,United Kingdom,Political Sciences and International Relations,1
487489,233,Critical and Radical Social Work,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
491721,12,Journal of Corpora and Discourse Studies,United Kingdom,"Linguistics, Interdisciplinary research in the Social Sciences",2
416744,1306,Sexualities,United Kingdom,Gender Studies,1
441821,1241,"International Journal of Disability, Development and Education",United Kingdom,Pedagogical & Educational Research,1
485583,1055,Children Australia,United Kingdom,Sociology,1
470387,285,Journal of African Media Studies,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
439679,554,Current Issues in Language Planning,United Kingdom,Linguistics,1
442110,1290,International Review of Social History,United Kingdom,History,1
343195,2028,International Studies Quarterly,United Kingdom,Political Sciences and International Relations,1
445606,1855,Past & Present,United Kingdom,"Cultural Studies, History",2
343595,1507,Scandinavian Journal of Educational Research,United Kingdom,Pedagogical & Educational Research,1
442797,636,Journal of Educational Administration & History,United Kingdom,Pedagogical & Educational Research,1
443688,950,Journal of Research in Reading,United Kingdom,"Pedagogical & Educational Research, Psychology, Linguistics",3
446264,1056,Qualitative Research,United Kingdom,Interdisciplinary research in the Social Sciences,1
425072,1378,Public Management Review,United Kingdom,"Business and Management, Political Sciences and International Relations",2
447256,3605,Studies in Conservation,United Kingdom,"Archaeology, Art and Art History",2
445726,556,Philosophical Explorations,United Kingdom,Philosophy,1
441470,1221,International Journal of Heritage Studies (IJHS),United Kingdom,Archaeology,1
444906,645,Modern Theology,United Kingdom,Religious Studies and Theology,1
443976,1546,Journal of the Royal Anthropological Institute,United Kingdom,"Archaeology, Anthropology",2
443210,1714,Journal of Linguistics,United Kingdom,Linguistics,1
470613,191,Citizenship Teaching and Learning,United Kingdom,"Cultural Studies, Pedagogical & Educational Research",2
478574,181,"Journal of Music, Technology and Education",United Kingdom,"Musicology, Pedagogical & Educational Research, Science and Technology Studies",3
451461,175,Byron Journal,United Kingdom,Literature,1
477529,18,Design Ecologies,United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities",2
487015,59,Short Fiction in Theory & Practice,United Kingdom,"Cultural Studies, Literature",2
486951,26,Performing Islam,United Kingdom,"Cultural Studies, Film and Theatre Studies",2
475495,411,Ethics and Education,United Kingdom,Pedagogical & Educational Research,1
451810,816,Journal of Postcolonial Writing,United Kingdom,Literature,1
483998,98,Religious Studies and Theology,United Kingdom,"Religious Studies and Theology, Interdisciplinary research in the Humanities",2
442122,625,International Studies in Sociology of Education,United Kingdom,Pedagogical & Educational Research,1
343675,3363,The Holocene,United Kingdom,Archaeology,1
436321,665,Global Networks. A journal of transnational affairs,United Kingdom,Sociology,1
486843,156,Journal of Adaptation in Film & Performance,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
429124,3813,Teaching and Teacher Education : An International Journal of Research and Studies,United Kingdom,"Psychology, Pedagogical & Educational Research",2
340022,2111,International Journal of the History of Sport,United Kingdom,History,1
438666,1198,British Journal of Special Education (BJSE),United Kingdom,Pedagogical & Educational Research,1
341800,1985,Visual Neuroscience,United Kingdom,Psychology,1
474814,1285,International Journal of Health Care Quality Assurance,United Kingdom,Science and Technology Studies,1
477337,913,Policing: A journal og Policy and Practice,United Kingdom,"Law, Sociology",2
443768,689,Southeast European and Black Sea Studies,United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
341993,1340,British Journal of Aesthetics,United Kingdom,"Literature, Philosophy, Art and Art History",3
437866,404,Antichthon,United Kingdom,Classical Studies,1
477752,256,Contemporary Women's Writing (CWW),United Kingdom,Literature,1
441769,945,International Journal of Bilingualism,United Kingdom,Linguistics,1
504672,38,Journal of Philosophy in Schools,United Kingdom,"History, History & Philosophy of Science, Philosophy",3
504104,116,Journal of Work-Applied Management,United Kingdom,"Business and Management, Interdisciplinary research in the Social Sciences",2
340261,1620,Review of International Economics,United Kingdom,Human Geography and Urban Studies,1
413502,2113,Memory,United Kingdom,Psychology,1
340656,703,Studia Linguistica,United Kingdom,Linguistics,1
487443,127,Cambridge Journal of International and Comparative Law,United Kingdom,Law,1
441823,807,International Journal of Early Years Education,United Kingdom,Pedagogical & Educational Research,1
441730,704,International Journal for Academic Development,United Kingdom,Pedagogical & Educational Research,1
504673,27,Metaphysics,United Kingdom,"History, History & Philosophy of Science",2
441638,1118,Innovations in Education & Teaching International,United Kingdom,Pedagogical & Educational Research,1
438921,1073,Criminal Behaviour and Mental Health,United Kingdom,Psychology,1
490750,229,European Journal of Economics and Economic Policies: Intervention,United Kingdom,Economics,1
441717,879,International Feminist Journal of Politics,United Kingdom,Gender Studies,1
339799,1175,European Accounting Review,United Kingdom,"Business and Management, Economics",2
441963,2009,International Journal of Osteoarchaeology,United Kingdom,"Anthropology, Archaeology",2
340787,891,Science as Culture,United Kingdom,"History & Philosophy of Science, Philosophy",2
499466,11,Interactive Entertainment Law Review,United Kingdom,Law,1
447319,1545,Survey Review,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
484907,25,International Journal of Regional & Local History,United Kingdom,"Cultural Studies, History",2
487001,54,Kurdish Studies,United Kingdom,"Anthropology, History, Cultural Studies, Demography, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
487053,398,Hegel Bulletin,United Kingdom,Philosophy,1
341449,1762,British Journal of Social Psychology,United Kingdom,Psychology,1
339805,2259,Journal of Peace Research,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
468529,477,Du Bois Review: Social Science Research on Race,United Kingdom,Interdisciplinary research in the Social Sciences,1
476358,188,Journal of Gaming & Virtual Worlds,United Kingdom,Media Studies and Communication,1
484790,321,"Journal of Aggression, Conflict and Peace Research",United Kingdom,"Law, Psychology, Interdisciplinary research in the Social Sciences",3
438947,1058,Centaurus,United Kingdom,History & Philosophy of Science,1
425568,4324,Nature Reviews Neuroscience,United Kingdom,Psychology,1
438165,721,Asia-Pacific Journal of Teacher Education,United Kingdom,Pedagogical & Educational Research,1
441010,1279,Greece and Rome,United Kingdom,"Classical Studies, History",2
446389,1618,Religious Studies: An International Journal for the Philosophy of Religion,United Kingdom,Religious Studies and Theology,1
341840,3097,Scandinavian Journal of Psychology,United Kingdom,Psychology,1
446305,929,Race Ethnicity and Education,United Kingdom,Pedagogical & Educational Research,1
343478,1188,Social Anthropology,United Kingdom,Anthropology,1
451878,529,Exemplaria : A Journal of Theory in Medieval and Renaissance Studies,United Kingdom,Literature,1
340032,1195,European Journal of Special Needs Education,United Kingdom,Pedagogical & Educational Research,1
442140,1156,Internet Research,United Kingdom,"Library and Information Science, Media Studies and Communication, Science and Technology Studies, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",5
341675,602,Quality Assurance in Education,United Kingdom,Pedagogical & Educational Research,1
484111,179,Journal of Conflict Archaeology,United Kingdom,"Archaeology, History",2
438204,477,Atlantic studies,United Kingdom,History,1
440942,541,German History,United Kingdom,History,1
478069,51,Cultural History,United Kingdom,"Cultural Studies, History",2
477673,228,Global Constitutionalism,United Kingdom,Political Sciences and International Relations,1
441974,1174,International Journal of Physical Distribution & Logistics Management,United Kingdom,Business and Management,1
482681,15,European Journal of Theology,"United Kingdom, Netherlands",Religious Studies and Theology,1
445564,1324,Palestine Exploration Quarterly,United Kingdom,"History, Archaeology",2
470046,532,Women & Performance,United Kingdom,Gender Studies,1
447996,851,Utilitas,United Kingdom,Philosophy,1
343541,1023,Higher Education Policy,United Kingdom,"Human Geography and Urban Studies, Pedagogical & Educational Research",2
441781,1720,International Journal of Clinical and Experimental Hypnosis,United Kingdom,Psychology,1
439497,525,Continuity and Change,United Kingdom,History,1
448061,569,Visual Communication,United Kingdom,"Anthropology, Art and Art History, Film and Theatre Studies, History, Linguistics, Sociology",6
444288,714,Language and Intercultural Communication,United Kingdom,Linguistics,1
343485,2708,British Journal of Criminology,United Kingdom,Psychology,1
341461,3015,British Journal of Educational Psychology,United Kingdom,"Pedagogical & Educational Research, Psychology",2
438646,3001,British Journal of Educational Technology (BJET),United Kingdom,"Pedagogical & Educational Research, Psychology",2
476478,442,European Constitutional Law Review,United Kingdom,Law,1
445285,250,Nottingham French Studies,United Kingdom,Literature,1
470894,227,"Journal for the Study of Religion, Nature and Culture (JSRNC)",United Kingdom,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
486252,125,Journal of Fandom Studies (JFS),United Kingdom,"Anthropology, Cultural Studies, Film and Theatre Studies, Interdisciplinary research in the Humanities, Sociology",5
477670,338,"Families, Relationships and Societies",United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
340856,6210,Journal of Psychiatric Research,United Kingdom,Psychology,1
475068,620,Post-Medieval Archaeology,United Kingdom,"Archaeology, Art and Art History",2
342092,1193,European Review,United Kingdom,History,1
